@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute wek-1 {0,1,2,3}

@data
2291,'2023/03/14 23:21:01:410',12,10.106385,0.192323,-0.247956,1
2292,'2023/03/14 23:21:01:430',12,9.967602,0.200698,-0.29342,1
2293,'2023/03/14 23:21:01:449',12,9.87159,0.139681,-0.349651,1
2294,'2023/03/14 23:21:01:469',12,10.017851,0.124128,-0.408574,1
2295,'2023/03/14 23:21:01:488',12,10.153046,0.152842,-0.448056,1
2296,'2023/03/14 23:21:01:507',12,10.070493,0.216251,-0.445663,1
2297,'2023/03/14 23:21:01:527',12,9.785448,0.187537,-0.390329,1
2298,'2023/03/14 23:21:01:545',12,9.795019,0.20668,-0.402592,1
2299,'2023/03/14 23:21:01:564',12,9.955638,0.244965,-0.418146,1
2300,'2023/03/14 23:21:08:524',13,-0.078066,-2.467598,-9.464211,2
2301,'2023/03/14 23:21:08:544',13,-0.097208,-2.459224,-9.740582,2
2302,'2023/03/14 23:21:08:563',13,-0.094816,-2.423331,-9.736994,2
2303,'2023/03/14 23:21:08:582',13,-0.092423,-2.448456,-9.38166,2
2304,'2023/03/14 23:21:08:601',13,-0.201595,-2.487937,-9.176774,2
2305,'2023/03/14 23:21:08:621',13,-0.171685,-2.501098,-9.209077,2
2306,'2023/03/14 23:21:08:640',13,-0.104387,-2.522633,-9.341879,2
2307,'2023/03/14 23:21:08:659',13,0.09661,-2.475973,-9.607781,2
2308,'2023/03/14 23:21:08:679',13,0.28684,-2.42692,-9.793225,2
2309,'2023/03/14 23:21:08:697',13,0.31675,-2.462813,-9.698709,2
2310,'2023/03/14 23:21:08:718',13,0.114556,-2.501098,-9.55155,2
2311,'2023/03/14 23:21:08:737',13,0.082253,-2.499902,-9.427123,2
2312,'2023/03/14 23:21:08:754',13,0.045165,-2.47717,-9.405587,2
2313,'2023/03/14 23:21:08:774',13,0.041575,-2.479563,-9.358628,2
2314,'2023/03/14 23:21:08:793',13,0.161216,-2.462813,-9.327521,2
2315,'2023/03/14 23:21:08:811',13,0.252144,-2.454438,-9.393623,2
2316,'2023/03/14 23:21:08:831',13,0.194716,-2.432902,-9.459426,2
2317,'2023/03/14 23:21:08:851',13,0.070289,-2.432902,-9.504889,2
2318,'2023/03/14 23:21:08:870',13,-0.006281,-2.444866,-9.525229,2
2319,'2023/03/14 23:21:08:889',13,0.032004,-2.450849,-9.415159,2
2320,'2023/03/14 23:21:08:908',13,0.03679,-2.436492,-9.364611,2
2321,'2023/03/14 23:21:08:928',13,-0.020638,-2.434099,-9.376874,2
2322,'2023/03/14 23:21:08:946',13,-0.149851,-2.432902,-9.421141,2
2323,'2023/03/14 23:21:08:965',13,-0.133101,-2.44367,-9.428319,2
2324,'2023/03/14 23:21:08:986',13,-0.048156,-2.429313,-9.387642,2
2325,'2023/03/14 23:21:09:004',13,-0.122333,-2.449652,-9.286844,2
2326,'2023/03/14 23:21:09:023',13,-0.232702,-2.467598,-9.277272,2
2327,'2023/03/14 23:21:09:042',13,-0.24347,-2.462813,-9.277272,2
2328,'2023/03/14 23:21:09:061',13,-0.190828,-2.503491,-9.278469,2
2329,'2023/03/14 23:21:09:082',13,-0.221934,-2.564508,-9.296415,2
2330,'2023/03/14 23:21:09:100',13,-0.142672,-2.532205,-9.455837,2
2331,'2023/03/14 23:21:09:120',13,-0.13669,-2.576472,-9.483355,2
2332,'2023/03/14 23:21:09:138',13,0.00329,-2.606382,-9.643674,2
2333,'2023/03/14 23:21:09:156',13,0.104985,-2.639882,-9.710672,2
2334,'2023/03/14 23:21:09:176',13,0.114556,-2.704488,-9.588638,2
2335,'2023/03/14 23:21:09:198',13,0.109771,-2.678167,-9.412766,2
2336,'2023/03/14 23:21:09:215',13,0.27009,-2.638685,-9.349057,2
2337,'2023/03/14 23:21:09:233',13,0.272483,-2.649453,-9.452248,2
2338,'2023/03/14 23:21:09:253',13,0.101396,-2.668596,-9.562318,2
2339,'2023/03/14 23:21:09:272',13,0.045165,-2.657828,-9.52164,2
2340,'2023/03/14 23:21:09:291',13,0.116949,-2.626721,-9.476176,2
2341,'2023/03/14 23:21:09:312',13,0.256929,-2.588436,-9.468997,2
2342,'2023/03/14 23:21:09:330',13,0.382553,-2.548954,-9.425926,2
2343,'2023/03/14 23:21:09:350',13,0.311964,-2.546561,-9.410374,2
2344,'2023/03/14 23:21:09:368',13,0.069093,-2.53699,-9.457033,2
2345,'2023/03/14 23:21:09:387',13,-0.113958,-2.544169,-9.503694,2
2346,'2023/03/14 23:21:09:406',13,-0.097208,-2.582454,-9.412766,2
2347,'2023/03/14 23:21:09:426',13,0.114556,-2.541776,-9.479765,2
2348,'2023/03/14 23:21:09:444',13,0.290429,-2.516651,-9.334701,2
2349,'2023/03/14 23:21:09:467',13,0.24018,-2.513062,-9.229416,2
2350,'2023/03/14 23:21:09:483',13,-0.044566,-2.534597,-9.301201,2
2351,'2023/03/14 23:21:09:501',13,-0.24347,-2.578865,-9.319147,2
2352,'2023/03/14 23:21:09:520',13,-0.097208,-2.626721,-9.278469,2
2353,'2023/03/14 23:21:09:541',13,0.009272,-2.572883,-9.557532,2
2354,'2023/03/14 23:21:09:560',13,0.128913,-2.569293,-9.538389,2
2355,'2023/03/14 23:21:09:579',13,0.23659,-2.568097,-9.396016,2
2356,'2023/03/14 23:21:09:597',13,0.247358,-2.562115,-9.310772,2
2357,'2023/03/14 23:21:09:617',13,0.028415,-2.574079,-9.404391,2
2358,'2023/03/14 23:21:09:637',13,-0.104387,-2.656631,-9.412766,2
2359,'2023/03/14 23:21:09:656',13,0.008076,-2.68056,-9.467801,2
2360,'2023/03/14 23:21:09:674',13,0.154038,-2.64706,-9.538389,2
2361,'2023/03/14 23:21:09:694',13,0.128913,-2.614757,-9.479765,2
2362,'2023/03/14 23:21:09:714',13,-0.006281,-2.721238,-9.382855,2
2363,'2023/03/14 23:21:09:732',13,-0.158225,-2.709273,-9.35145,2
2364,'2023/03/14 23:21:09:751',13,-0.123529,-2.729612,-9.524033,2
2365,'2023/03/14 23:21:09:774',13,0.071486,-2.688935,-9.602996,2
2366,'2023/03/14 23:21:09:789',13,0.183948,-2.662613,-9.599406,2
2367,'2023/03/14 23:21:09:809',13,0.179163,-2.609971,-9.588638,2
2368,'2023/03/14 23:21:09:829',13,0.230608,-2.544169,-9.423533,2
2369,'2023/03/14 23:21:09:847',13,0.151645,-2.568097,-9.277272,2
2370,'2023/03/14 23:21:09:867',13,0.041575,-2.562115,-9.310772,2
2371,'2023/03/14 23:21:09:885',13,0.052343,-2.535794,-9.341879,2
2372,'2023/03/14 23:21:09:904',13,0.164806,-2.469991,-9.421141,2
2373,'2023/03/14 23:21:09:924',13,0.213859,-2.483152,-9.39482,2
2374,'2023/03/14 23:21:09:944',13,0.158824,-2.495116,-9.308379,2
2375,'2023/03/14 23:21:09:962',13,0.125324,-2.527419,-9.247362,2
2376,'2023/03/14 23:21:09:982',13,0.010469,-2.559722,-9.187542,2
2377,'2023/03/14 23:21:10:002',13,-0.042173,-2.560918,-9.276076,2
2378,'2023/03/14 23:21:10:020',13,0.09661,-2.598007,-9.370592,2
2379,'2023/03/14 23:21:10:040',13,0.180359,-2.612364,-9.502497,2
2380,'2023/03/14 23:21:10:058',13,0.131306,-2.650649,-9.616156,2
2381,'2023/03/14 23:21:10:078',13,0.084646,-2.711666,-9.519247,2
2382,'2023/03/14 23:21:10:097',13,0.192323,-2.735595,-9.376874,2
2383,'2023/03/14 23:21:10:117',13,0.266501,-2.736791,-9.442677,2
2384,'2023/03/14 23:21:10:135',13,0.262911,-2.751148,-9.515657,2
2385,'2023/03/14 23:21:10:153',13,0.108574,-2.71047,-9.470194,2
2386,'2023/03/14 23:21:10:173',13,0.004487,-2.690131,-9.563514,2
2387,'2023/03/14 23:21:10:193',13,-0.01346,-2.66381,-9.453444,2
2388,'2023/03/14 23:21:10:211',13,-0.055334,-2.645864,-9.468997,2
2389,'2023/03/14 23:21:10:231',13,-0.104387,-2.623132,-9.449855,2
2390,'2023/03/14 23:21:10:251',13,-0.044566,-2.571686,-9.472587,2
2391,'2023/03/14 23:21:10:269',13,-0.007478,-2.528615,-9.532407,2
2392,'2023/03/14 23:21:10:288',13,-0.045763,-2.545365,-9.48814,2
2393,'2023/03/14 23:21:10:307',13,-0.080459,-2.441277,-9.513265,2
2394,'2023/03/14 23:21:10:327',13,-0.148654,-2.480759,-9.334701,2
2395,'2023/03/14 23:21:10:347',13,-0.157029,-2.492723,-9.207881,2
2396,'2023/03/14 23:21:10:365',13,-0.031406,-2.503491,-9.388838,2
2397,'2023/03/14 23:21:10:386',13,0.222233,-2.509473,-9.492926,2
2398,'2023/03/14 23:21:10:404',13,0.331107,-2.532205,-9.349057,2
2399,'2023/03/14 23:21:10:422',13,0.265304,-2.547758,-9.16481,2
2400,'2023/03/14 23:21:10:443',13,0.035593,-2.580061,-9.28804,2
2401,'2023/03/14 23:21:10:461',13,-0.024227,-2.637489,-9.333504,2
2402,'2023/03/14 23:21:10:483',13,0.192323,-2.656631,-9.607781,2
2403,'2023/03/14 23:21:10:500',13,0.353839,-2.629114,-9.826724,2
2404,'2023/03/14 23:21:10:519',13,0.37657,-2.609971,-9.809975,2
2405,'2023/03/14 23:21:10:538',13,0.243769,-2.631507,-9.620942,2
2406,'2023/03/14 23:21:10:556',13,0.008076,-2.637489,-9.380463,2
2407,'2023/03/14 23:21:10:577',13,0.008076,-2.606382,-9.252148,2
2408,'2023/03/14 23:21:10:595',13,0.163609,-2.560918,-9.302397,2
2409,'2023/03/14 23:21:10:615',13,0.16002,-2.580061,-9.298808,2
2410,'2023/03/14 23:21:10:634',13,0.155234,-2.569293,-9.418748,2
2411,'2023/03/14 23:21:10:652',13,0.191127,-2.529812,-9.510872,2
2412,'2023/03/14 23:21:10:671',13,0.157627,-2.483152,-9.41157,2
2413,'2023/03/14 23:21:10:694',13,0.156431,-2.474777,-9.326325,2
2414,'2023/03/14 23:21:10:710',13,0.277268,-2.453241,-9.331111,2
2415,'2023/03/14 23:21:10:729',13,0.224626,-2.420938,-9.237791,2
2416,'2023/03/14 23:21:10:749',13,0.041575,-2.436492,-9.274879,2
2417,'2023/03/14 23:21:10:768',13,-0.051745,-2.455634,-9.400802,2
2418,'2023/03/14 23:21:10:786',13,0.091825,-2.447259,-9.61137,2
2419,'2023/03/14 23:21:10:807',13,0.204287,-2.435295,-9.561121,2
2420,'2023/03/14 23:21:10:825',13,0.136092,-2.43051,-9.423533,2
2421,'2023/03/14 23:21:10:844',13,0.021236,-2.438884,-9.39482,2
2422,'2023/03/14 23:21:10:865',13,0.021236,-2.466402,-9.431909,2
2423,'2023/03/14 23:21:10:884',13,0.107378,-2.519044,-9.425926,2
2424,'2023/03/14 23:21:10:902',13,0.187537,-2.582454,-9.325129,2
2425,'2023/03/14 23:21:10:922',13,0.229412,-2.58365,-9.307182,2
2426,'2023/03/14 23:21:10:940',13,0.298804,-2.558526,-9.399606,2
2427,'2023/03/14 23:21:10:960',13,0.260519,-2.57049,-9.476176,2
2428,'2023/03/14 23:21:10:978',13,0.034397,-2.607579,-9.486943,2
2429,'2023/03/14 23:21:11:000',13,-0.105583,-2.61715,-9.464211,2
2430,'2023/03/14 23:21:11:017',13,0.094217,-2.589632,-9.431909,2
2431,'2023/03/14 23:21:11:038',13,0.258126,-2.5669,-9.503694,2
2432,'2023/03/14 23:21:11:055',13,0.309571,-2.563311,-9.592228,2
2433,'2023/03/14 23:21:11:074',13,0.177966,-2.584847,-9.637691,2
2434,'2023/03/14 23:21:11:094',13,0.065504,-2.606382,-9.485747,2
2435,'2023/03/14 23:21:11:113',13,0.144467,-2.586043,-9.356236,2
2436,'2023/03/14 23:21:11:132',13,0.218644,-2.557329,-9.255737,2
2437,'2023/03/14 23:21:11:152',13,0.28325,-2.556133,-9.262916,2
2438,'2023/03/14 23:21:11:170',13,0.320339,-2.534597,-9.42473,2
2439,'2023/03/14 23:21:11:190',13,0.332303,-2.504687,-9.362218,2
2440,'2023/03/14 23:21:11:210',13,0.38016,-2.528615,-9.40798,2
2441,'2023/03/14 23:21:11:228',13,0.371785,-2.544169,-9.459426,2
2442,'2023/03/14 23:21:11:246',13,0.280858,-2.562115,-9.385248,2
2443,'2023/03/14 23:21:11:266',13,0.204287,-2.556133,-9.410374,2
2444,'2023/03/14 23:21:11:285',13,0.186341,-2.577668,-9.510872,2
2445,'2023/03/14 23:21:11:306',13,0.244965,-2.606382,-9.559925,2
2446,'2023/03/14 23:21:11:324',13,0.309571,-2.625525,-9.538389,2
2447,'2023/03/14 23:21:11:343',13,0.152842,-2.625525,-9.379267,2
2448,'2023/03/14 23:21:11:361',13,-0.014656,-2.618346,-9.322736,2
2449,'2023/03/14 23:21:11:382',13,0.027218,-2.624328,-9.431909,2
2450,'2023/03/14 23:21:11:400',13,0.209073,-2.606382,-9.513265,2
2451,'2023/03/14 23:21:11:420',13,0.247358,-2.611168,-9.605389,2
2452,'2023/03/14 23:21:11:439',13,0.228215,-2.602793,-9.416355,2
2453,'2023/03/14 23:21:11:457',13,0.136092,-2.64706,-9.221041,2
2454,'2023/03/14 23:21:11:478',13,0.144467,-2.673381,-9.349057,2
2455,'2023/03/14 23:21:11:498',13,0.221037,-2.637489,-9.476176,2
2456,'2023/03/14 23:21:11:517',13,0.285643,-2.624328,-9.516854,2
2457,'2023/03/14 23:21:11:534',13,0.260519,-2.609971,-9.668798,2
2458,'2023/03/14 23:21:11:554',13,0.272483,-2.58365,-9.586246,2
2459,'2023/03/14 23:21:11:572',13,0.228215,-2.539383,-9.447462,2
2460,'2023/03/14 23:21:11:592',13,0.179163,-2.516651,-9.415159,2
2461,'2023/03/14 23:21:11:613',13,0.25334,-2.516651,-9.431909,2
2462,'2023/03/14 23:21:11:631',13,0.398405,-2.527419,-9.334701,2
2463,'2023/03/14 23:21:11:652',13,0.41994,-2.499902,-9.271291,2
2464,'2023/03/14 23:21:11:671',13,0.276072,-2.513062,-9.30479,2
2465,'2023/03/14 23:21:11:689',13,0.149252,-2.521437,-9.376874,2
2466,'2023/03/14 23:21:11:707',13,0.104985,-2.511866,-9.433105,2
2467,'2023/03/14 23:21:11:727',13,0.142074,-2.517848,-9.331111,2
2468,'2023/03/14 23:21:11:745',13,0.203091,-2.551347,-9.279665,2
2469,'2023/03/14 23:21:11:764',13,0.246162,-2.562115,-9.34786,2
2470,'2023/03/14 23:21:11:784',13,0.203091,-2.599204,-9.51805,2
2471,'2023/03/14 23:21:11:802',13,0.183948,-2.629114,-9.61137,2
2472,'2023/03/14 23:21:11:822',13,0.11336,-2.657828,-9.557532,2
2473,'2023/03/14 23:21:11:843',13,0.151645,-2.620739,-9.514461,2
2474,'2023/03/14 23:21:11:861',13,0.187537,-2.58724,-9.598209,2
2475,'2023/03/14 23:21:11:880',13,0.198305,-2.602793,-9.681958,2
2476,'2023/03/14 23:21:11:899',13,0.327518,-2.565704,-9.519247,2
2477,'2023/03/14 23:21:11:921',13,0.451047,-2.519044,-9.390035,2
2478,'2023/03/14 23:21:11:936',13,0.31675,-2.514258,-9.37807,2
2479,'2023/03/14 23:21:11:956',13,0.254537,-2.516651,-9.409177,2
2480,'2023/03/14 23:21:11:979',13,0.364606,-2.480759,-9.349057,2
2481,'2023/03/14 23:21:11:994',13,0.383749,-2.456831,-9.356236,2
2482,'2023/03/14 23:21:12:014',13,0.349053,-2.442474,-9.434301,2
2483,'2023/03/14 23:21:12:033',13,0.341875,-2.438884,-9.361021,2
2484,'2023/03/14 23:21:12:051',13,0.266501,-2.448456,-9.380463,2
2485,'2023/03/14 23:21:12:072',13,0.255733,-2.435295,-9.428319,2
2486,'2023/03/14 23:21:12:090',13,0.313161,-2.450849,-9.510872,2
2487,'2023/03/14 23:21:12:110',13,0.341875,-2.47358,-9.512068,2
2488,'2023/03/14 23:21:12:133',13,0.3335,-2.455634,-9.514461,2
2489,'2023/03/14 23:21:12:148',13,0.321536,-2.44367,-9.437891,2
2490,'2023/03/14 23:21:12:167',13,0.291625,-2.464009,-9.374182,2
2491,'2023/03/14 23:21:12:186',13,0.216251,-2.471188,-9.485747,2
2492,'2023/03/14 23:21:12:205',13,0.16002,-2.480759,-9.537193,2
2493,'2023/03/14 23:21:12:225',13,0.125324,-2.436492,-9.535996,2
2494,'2023/03/14 23:21:12:244',13,0.272483,-2.41376,-9.556335,2
2495,'2023/03/14 23:21:12:263',13,0.345464,-2.41376,-9.480962,2
2496,'2023/03/14 23:21:12:282',13,0.307179,-2.42692,-9.429516,2
2497,'2023/03/14 23:21:12:301',13,0.301197,-2.458027,-9.361021,2
2498,'2023/03/14 23:21:12:320',13,0.278465,-2.464009,-9.365807,2
2499,'2023/03/14 23:21:12:340',13,0.24018,-2.432902,-9.539586,2
2500,'2023/03/14 23:21:12:359',13,0.222233,-2.458027,-9.564711,2
2501,'2023/03/14 23:21:12:380',13,0.327518,-2.38026,-9.693923,2
2502,'2023/03/14 23:21:12:397',13,0.431904,-2.341975,-9.681958,2
2503,'2023/03/14 23:21:12:418',13,0.427119,-2.346761,-9.513265,2
2504,'2023/03/14 23:21:12:436',13,0.313161,-2.389832,-9.334701,2
2505,'2023/03/14 23:21:12:456',13,0.307179,-2.337189,-9.362218,2
2506,'2023/03/14 23:21:12:474',13,0.428315,-2.357528,-9.276076,2
2507,'2023/03/14 23:21:12:494',13,0.410369,-2.289333,-9.278469,2
2508,'2023/03/14 23:21:12:512',13,0.323928,-2.274677,-9.40798,2
2509,'2023/03/14 23:21:12:533',13,0.259322,-2.265106,-9.435498,2
2510,'2023/03/14 23:21:12:551',13,0.244965,-2.26032,-9.552746,2
2511,'2023/03/14 23:21:12:571',13,0.168395,-2.292922,-9.571889,2
2512,'2023/03/14 23:21:12:589',13,0.249751,-2.294119,-9.524033,2
2513,'2023/03/14 23:21:12:608',13,0.276072,-2.288137,-9.451052,2
2514,'2023/03/14 23:21:12:628',13,0.179163,-2.356332,-9.45823,2
2515,'2023/03/14 23:21:12:648',13,0.249751,-2.393421,-9.602996,2
2516,'2023/03/14 23:21:12:666',13,0.389731,-2.359921,-9.649655,2
2517,'2023/03/14 23:21:12:685',13,0.441476,-2.364707,-9.617352,2
2518,'2023/03/14 23:21:12:706',13,0.612563,-2.362314,-9.492926,2
2519,'2023/03/14 23:21:12:724',13,0.713061,-2.321636,-9.516854,2
2520,'2023/03/14 23:21:12:742',13,0.522832,-2.332404,-9.509675,2
2521,'2023/03/14 23:21:12:763',13,0.325125,-2.290529,-9.55155,2
2522,'2023/03/14 23:21:12:781',13,0.314357,-2.294119,-9.331111,2
2523,'2023/03/14 23:21:12:801',13,0.430708,-2.208874,-9.29163,2
2524,'2023/03/14 23:21:12:820',13,0.309571,-2.214856,-9.434301,2
2525,'2023/03/14 23:21:12:838',13,0.150449,-2.169393,-9.522836,2
2526,'2023/03/14 23:21:12:857',13,0.28325,-2.132304,-9.492926,2
2527,'2023/03/14 23:21:12:877',13,0.36341,-2.157429,-9.406784,2
2528,'2023/03/14 23:21:12:896',13,0.151645,-2.195714,-9.526425,2
2529,'2023/03/14 23:21:12:915',13,0.209073,-2.180161,-9.472587,2
2530,'2023/03/14 23:21:12:935',13,0.309571,-2.162214,-9.526425,2
2531,'2023/03/14 23:21:12:953',13,0.248554,-2.190928,-9.574282,2
2532,'2023/03/14 23:21:12:973',13,0.309571,-2.21366,-9.576674,2
2533,'2023/03/14 23:21:12:993',13,0.448654,-2.178964,-9.5348,2
2534,'2023/03/14 23:21:13:011',13,0.357428,-2.176571,-9.501301,2
2535,'2023/03/14 23:21:13:031',13,0.227019,-2.158625,-9.472587,2
2536,'2023/03/14 23:21:13:050',13,0.252144,-2.171786,-9.429516,2
2537,'2023/03/14 23:21:13:068',13,0.277268,-2.139482,-9.478569,2
2538,'2023/03/14 23:21:13:087',13,0.326321,-2.162214,-9.453444,2
2539,'2023/03/14 23:21:13:108',13,0.410369,-2.175375,-9.385248,2
2540,'2023/03/14 23:21:13:126',13,0.409173,-2.147857,-9.349057,2
2541,'2023/03/14 23:21:13:146',13,0.377767,-2.169393,-9.369396,2
2542,'2023/03/14 23:21:13:169',13,0.290429,-2.231606,-9.524033,2
2543,'2023/03/14 23:21:13:184',13,0.361017,-2.220839,-9.705887,2
2544,'2023/03/14 23:21:13:203',13,0.482154,-2.267498,-9.636495,2
2545,'2023/03/14 23:21:13:223',13,0.514457,-2.347957,-9.515657,2
2546,'2023/03/14 23:21:13:241',13,0.581456,-2.351547,-9.537193,2
2547,'2023/03/14 23:21:13:260',13,0.606581,-2.318047,-9.558728,2
2548,'2023/03/14 23:21:13:281',13,0.428315,-2.291726,-9.606585,2
2549,'2023/03/14 23:21:13:299',13,0.109771,-2.310869,-9.586246,2
2550,'2023/03/14 23:21:13:318',13,0.149252,-2.251945,-9.62812,2
2551,'2023/03/14 23:21:13:338',13,0.448654,-2.207678,-9.610174,2
2552,'2023/03/14 23:21:13:358',13,0.636491,-2.206482,-9.576674,2
2553,'2023/03/14 23:21:13:375',13,0.388535,-2.247159,-9.434301,2
2554,'2023/03/14 23:21:13:396',13,0.157627,-2.218446,-9.397213,2
2555,'2023/03/14 23:21:13:413',13,0.149252,-2.188535,-9.372986,2
2556,'2023/03/14 23:21:13:433',13,0.428315,-2.123929,-9.491729,2
2557,'2023/03/14 23:21:13:453',13,0.602991,-2.155036,-9.477372,2
2558,'2023/03/14 23:21:13:472',13,0.637687,-2.181357,-9.398409,2
2559,'2023/03/14 23:21:13:490',13,0.565903,-2.193321,-9.398409,2
2560,'2023/03/14 23:21:13:511',13,0.425922,-2.236392,-9.382855,2
2561,'2023/03/14 23:21:13:530',13,0.265304,-2.291726,-9.367003,2
2562,'2023/03/14 23:21:13:547',13,0.335892,-2.278565,-9.428319,2
2563,'2023/03/14 23:21:13:567',13,0.550349,-2.237588,-9.508479,2
2564,'2023/03/14 23:21:13:586',13,0.660419,-2.204089,-9.739387,2
2565,'2023/03/14 23:21:13:606',13,0.472582,-2.210071,-9.918848,2
2566,'2023/03/14 23:21:13:627',13,0.233001,-2.280958,-9.800404,2
2567,'2023/03/14 23:21:13:643',13,0.210269,-2.298904,-9.559925,2
2568,'2023/03/14 23:21:13:662',13,0.398405,-2.280958,-9.35145,2
2569,'2023/03/14 23:21:13:682',13,0.707079,-2.204089,-9.460623,2
2570,'2023/03/14 23:21:13:701',13,0.710668,-2.162214,-9.580264,2
2571,'2023/03/14 23:21:13:721',13,0.413958,-2.182553,-9.472587,2
2572,'2023/03/14 23:21:13:740',13,0.204287,-2.157429,-9.309576,2
2573,'2023/03/14 23:21:13:759',13,0.307179,-2.108376,-9.238987,2
2574,'2023/03/14 23:21:13:778',13,0.310768,-2.125126,-9.28804,2
2575,'2023/03/14 23:21:13:797',13,0.288036,-2.135893,-9.425926,2
2576,'2023/03/14 23:21:13:816',13,0.282054,-2.162214,-9.591031,2
2577,'2023/03/14 23:21:13:837',13,0.3335,-2.168196,-9.78485,2
2578,'2023/03/14 23:21:13:856',13,0.409173,-2.177768,-9.735797,2
2579,'2023/03/14 23:21:13:874',13,0.394816,-2.255534,-9.459426,2
2580,'2023/03/14 23:21:13:893',13,0.446261,-2.274677,-9.345468,2
2581,'2023/03/14 23:21:13:913',13,0.557528,-2.238785,-9.375379,2
2582,'2023/03/14 23:21:13:931',13,0.509671,-2.238785,-9.563514,2
2583,'2023/03/14 23:21:13:952',13,0.398405,-2.206482,-9.709476,2
2584,'2023/03/14 23:21:13:970',13,0.326321,-2.247159,-9.67837,2
2585,'2023/03/14 23:21:13:990',13,0.42353,-2.257927,-9.448658,2
2586,'2023/03/14 23:21:14:008',13,0.501296,-2.297708,-9.313165,2
2587,'2023/03/14 23:21:14:028',13,0.589831,-2.244767,-9.371789,2
2588,'2023/03/14 23:21:14:046',13,0.482154,-2.214856,-9.503694,2
2589,'2023/03/14 23:21:14:065',13,0.455833,-2.236392,-9.62812,2
2590,'2023/03/14 23:21:14:085',13,0.495314,-2.210071,-9.719048,2
2591,'2023/03/14 23:21:14:103',13,0.533599,-2.224428,-9.557532,2
2592,'2023/03/14 23:21:14:124',13,0.411565,-2.250749,-9.35504,2
2593,'2023/03/14 23:21:14:142',13,0.28684,-2.24357,-9.41157,2
2594,'2023/03/14 23:21:14:162',13,0.343071,-2.174178,-9.714262,2
2595,'2023/03/14 23:21:14:181',13,0.528814,-2.156232,-9.687941,2
2596,'2023/03/14 23:21:14:201',13,0.59342,-2.176571,-9.574282,2
2597,'2023/03/14 23:21:14:219',13,0.549153,-2.233999,-9.368199,2
2598,'2023/03/14 23:21:14:238',13,0.362214,-2.283351,-9.247362,2
2599,'2023/03/14 23:21:14:258',13,0.358624,-2.247159,-9.415159,2
2600,'2023/03/14 23:21:14:277',13,0.409173,-2.219642,-9.616156,2
2601,'2023/03/14 23:21:14:297',13,0.448654,-2.193321,-9.786046,2
2602,'2023/03/14 23:21:14:315',13,0.521635,-2.212464,-9.684352,2
2603,'2023/03/14 23:21:14:335',13,0.557528,-2.177768,-9.524033,2
2604,'2023/03/14 23:21:14:354',13,0.494118,-2.175375,-9.353843,2
2605,'2023/03/14 23:21:14:372',13,0.340678,-2.184946,-9.286844,2
2606,'2023/03/14 23:21:14:391',13,0.295215,-2.172982,-9.455837,2
2607,'2023/03/14 23:21:14:411',13,0.384945,-2.149054,-9.680762,2
2608,'2023/03/14 23:21:14:431',13,0.561117,-2.09043,-9.78485,2
2609,'2023/03/14 23:21:14:452',13,0.535992,-2.097608,-9.597013,2
2610,'2023/03/14 23:21:14:467',13,0.459422,-2.135893,-9.207881,2
2611,'2023/03/14 23:21:14:487',13,0.457029,-2.138286,-9.043972,2
2612,'2023/03/14 23:21:14:507',13,0.428315,-2.18375,-9.18156,2
2613,'2023/03/14 23:21:14:525',13,0.372981,-2.231606,-9.514461,2
2614,'2023/03/14 23:21:14:546',13,0.38016,-2.251945,-9.745368,2
2615,'2023/03/14 23:21:14:564',13,0.48335,-2.228017,-9.802796,2
2616,'2023/03/14 23:21:14:585',13,0.564706,-2.237588,-9.673584,2
2617,'2023/03/14 23:21:14:604',13,0.358624,-2.268695,-9.607781,2
2618,'2023/03/14 23:21:14:622',13,0.173181,-2.268695,-9.528818,2
2619,'2023/03/14 23:21:14:640',13,0.179163,-2.259124,-9.507282,2
2620,'2023/03/14 23:21:14:659',13,0.448654,-2.217249,-9.653245,2
2621,'2023/03/14 23:21:14:681',13,0.658026,-2.210071,-9.683155,2
2622,'2023/03/14 23:21:14:699',13,0.708275,-2.189732,-9.419945,2
2623,'2023/03/14 23:21:14:720',13,0.614955,-2.216053,-9.357432,2
2624,'2023/03/14 23:21:14:736',13,0.503689,-2.188535,-9.446265,2
2625,'2023/03/14 23:21:14:755',13,0.4666,-2.176571,-9.522836,2
2626,'2023/03/14 23:21:14:775',13,0.533599,-2.134697,-9.558728,2
2627,'2023/03/14 23:21:14:793',13,0.646062,-2.102394,-9.522836,2
2628,'2023/03/14 23:21:20:933',14,-4.671388,0.248554,-8.427522,3
2629,'2023/03/14 23:21:20:950',14,-4.703691,0.231805,-8.53161,3
2630,'2023/03/14 23:21:20:968',14,-4.812564,0.27009,-8.463413,3
2631,'2023/03/14 23:21:20:988',14,-4.813761,0.210269,-8.702696,3
2632,'2023/03/14 23:21:21:006',14,-4.684548,0.137288,-9.000901,3
2633,'2023/03/14 23:21:21:026',14,-4.434199,0.272483,-8.832208,3
2634,'2023/03/14 23:21:21:046',14,-4.779065,0.298804,-8.425129,3
2635,'2023/03/14 23:21:21:064',14,-4.840082,0.3,-8.313862,3
