time,grx,gry,grz,lax,lay,laz
3082,1.0732,1.2384,9.27289,-0.202107,0.0365341,-0.402222
3083,1.0732,1.14263,9.27289,-0.202107,0.0365341,-0.402222
3084,1.0732,1.14263,9.56035,-0.202107,0.0365341,-0.402222
3085,1.0732,1.14263,9.56035,-0.195222,0.0365341,-0.402222
3086,1.0732,1.14263,9.56035,-0.195222,-0.0808479,-0.402222
3087,1.0732,1.14263,9.56035,-0.195222,-0.0808479,-0.470974
3088,1.52346,1.14263,9.56035,-0.195222,-0.0808479,-0.470974
3089,1.52346,0.936581,9.56035,-0.195222,-0.0808479,-0.470974
3090,1.52346,0.936581,9.74724,-0.195222,-0.0808479,-0.470974
3091,1.52346,0.936581,9.74724,0.104956,-0.0808479,-0.470974
3092,1.52346,0.936581,9.74724,0.104956,-0.105745,-0.470974
3093,1.52346,0.936581,9.74724,0.104956,-0.105745,-0.181672
3094,1.72951,0.936581,9.74724,0.104956,-0.105745,-0.181672
3095,1.72951,0.804901,9.74724,0.104956,-0.105745,-0.181672
3096,1.72951,0.804901,9.86935,0.104956,-0.105745,-0.181672
3097,1.72951,0.804901,9.86935,0.471069,-0.105745,-0.181672
3098,1.72951,0.804901,9.86935,0.471069,-0.254791,-0.181672
3099,1.72951,0.804901,9.86935,0.471069,-0.254791,0.0066452
3100,1.87092,0.804901,9.86935,0.471069,-0.254791,0.0066452
3101,1.87092,0.603638,9.86935,0.471069,-0.254791,0.0066452
3102,1.87092,0.603638,9.72809,0.471069,-0.254791,0.0066452
3103,1.87092,0.603638,9.72809,0.636288,-0.254791,0.0066452
3104,1.87092,0.603638,9.72809,0.636288,-0.358075,0.0066452
3105,1.87092,0.603638,9.72809,0.636288,-0.358075,0.129075
3106,1.37263,0.603638,9.72809,0.636288,-0.358075,0.129075
3107,1.37263,0.639551,9.72809,0.636288,-0.358075,0.129075
3108,1.37263,0.639551,9.64654,0.636288,-0.358075,0.129075
3109,1.37263,0.639551,9.64654,0.777533,-0.358075,0.129075
3110,1.37263,0.639551,9.64654,0.777533,-0.555277,0.129075
3111,1.37263,0.639551,9.64654,0.777533,-0.555277,-0.0127678
3112,1.02532,0.639551,9.64654,0.777533,-0.555277,-0.0127678
3113,1.02532,0.64434,9.64654,0.777533,-0.555277,-0.0127678
3114,1.02532,0.64434,9.77597,0.777533,-0.555277,-0.0127678
3115,1.02532,0.64434,9.77597,0.312771,-0.555277,-0.0127678
3116,1.02532,0.64434,9.77597,0.312771,-0.517776,-0.0127678
3117,1.02532,0.64434,9.77597,0.312771,-0.517776,-0.0974739
3118,1.03011,0.64434,9.77597,0.312771,-0.517776,-0.0974739
3119,1.03011,0.855179,9.77597,0.312771,-0.517776,-0.0974739
3120,1.03011,0.855179,9.71373,0.312771,-0.517776,-0.0974739
3121,1.03011,0.855179,9.71373,-0.00494385,-0.517776,-0.0974739
3122,1.03011,0.855179,9.71373,-0.00494385,-0.504922,-0.0974739
3123,1.03011,0.855179,9.71373,-0.00494385,-0.504922,0.0279121
3124,1.21446,0.855179,9.71373,-0.00494385,-0.504922,0.0279121
3125,1.21446,1.00616,9.71373,-0.00494385,-0.504922,0.0279121
3126,1.21446,1.00616,10.1807,-0.00494385,-0.504922,0.0279121
3127,1.21446,1.00616,10.1807,-0.00217896,-0.504922,0.0279121
3128,1.21446,1.00616,10.1807,-0.00217896,-0.266526,0.0279121
3129,1.21446,1.00616,10.1807,-0.00217896,-0.266526,-0.037027
3130,1.63853,1.00616,10.1807,-0.00217896,-0.266526,-0.037027
3131,1.63853,0.965312,10.1807,-0.00217896,-0.266526,-0.037027
3132,1.63853,0.965312,10.3174,-0.00217896,-0.266526,-0.037027
3133,1.63853,0.965312,10.3174,0.137756,-0.266526,-0.037027
3134,1.63853,0.965312,10.3174,0.137756,-0.0693047,-0.037027
3135,1.63853,0.965312,10.3174,0.137756,-0.0693047,0.427502
3136,2.18232,0.965312,10.3174,0.137756,-0.0693047,0.427502
3137,2.18232,0.833632,10.3174,0.137756,-0.0693047,0.427502
3138,2.18232,0.833632,10.1544,0.137756,-0.0693047,0.427502
3139,2.18232,0.833632,10.1544,0.516597,-0.0693047,0.427502
3140,2.18232,0.833632,10.1544,0.516597,-0.0811859,0.427502
3141,2.18232,0.833632,10.1544,0.516597,-0.0811859,0.562914
3142,2.4985,0.833632,10.1544,0.516597,-0.0811859,0.562914
3143,2.4985,0.471957,10.1544,0.516597,-0.0811859,0.562914
3144,2.4985,0.471957,9.8071,0.516597,-0.0811859,0.562914
3145,2.4985,0.471957,9.8071,1.04934,-0.0811859,0.562914
3146,2.4985,0.471957,9.8071,1.04934,-0.224422,0.562914
3147,2.4985,0.471957,9.8071,1.04934,-0.224422,0.400036
3148,2.4985,0.471957,9.8071,1.04934,-0.224422,0.400036
3149,2.4985,0.31379,9.8071,1.04934,-0.224422,0.400036
3150,2.4985,0.31379,9.764,1.04934,-0.224422,0.400036
3151,2.4985,0.31379,9.764,1.37769,-0.224422,0.400036
3152,2.4985,0.31379,9.764,1.37769,-0.612729,0.400036
3153,2.4985,0.31379,9.764,1.37769,-0.612729,0.0534897
3154,2.51286,0.31379,9.764,1.37769,-0.612729,0.0534897
3155,2.51286,0.332944,9.764,1.37769,-0.612729,0.0534897
3156,2.51286,0.332944,9.52204,1.37769,-0.612729,0.0534897
3157,2.51286,0.332944,9.52204,1.37193,-0.612729,0.0534897
3158,2.51286,0.332944,9.52204,1.37193,-0.788166,0.0534897
3159,2.51286,0.332944,9.52204,1.37193,-0.788166,0.0125694
3160,3.06862,0.332944,9.52204,1.37193,-0.788166,0.0125694
3161,3.06862,0.0383072,9.52204,1.37193,-0.788166,0.0125694
3162,3.06862,0.0383072,9.87174,1.37193,-0.788166,0.0125694
3163,3.06862,0.0383072,9.87174,1.38164,-0.788166,0.0125694
3164,3.06862,0.0383072,9.87174,1.38164,-0.782132,0.0125694
3165,3.06862,0.0383072,9.87174,1.38164,-0.782132,-0.226556
3166,2.21105,0.0383072,9.87174,1.38164,-0.782132,-0.226556
3167,2.21105,-0.215628,9.87174,1.38164,-0.782132,-0.226556
3168,2.21105,-0.215628,10.5041,1.38164,-0.782132,-0.226556
3169,2.21105,-0.215628,10.5041,2.00795,-0.782132,-0.226556
3170,2.21105,-0.215628,10.5041,2.00795,-1.11258,-0.226556
3171,2.21105,-0.215628,10.5041,2.00795,-1.11258,0.118388
3172,0.208446,-0.215628,10.5041,2.00795,-1.11258,0.118388
3173,0.208446,0.335338,10.5041,2.00795,-1.11258,0.118388
3174,0.208446,0.335338,10.3557,2.00795,-1.11258,0.118388
3175,0.208446,0.335338,10.3557,1.35763,-1.11258,0.118388
3176,0.208446,0.335338,10.3557,1.35763,-1.48158,0.118388
3177,0.208446,0.335338,10.3557,1.35763,-1.48158,0.741367
3178,-1.08517,0.335338,10.3557,1.35763,-1.48158,0.741367
3179,-1.08517,0.862362,10.3557,1.35763,-1.48158,0.741367
3180,-1.08517,0.862362,9.75203,1.35763,-1.48158,0.741367
3181,-1.08517,0.862362,9.75203,-0.269825,-1.48158,0.741367
3182,-1.08517,0.862362,9.75203,-0.269825,-1.15635,0.741367
3183,-1.08517,0.862362,9.75203,-0.269825,-1.15635,0.597101
3184,-1.49473,0.862362,9.75203,-0.269825,-1.15635,0.597101
3185,-1.49473,1.16418,9.75203,-0.269825,-1.15635,0.597101
3186,-1.49473,1.16418,9.11951,-0.269825,-1.15635,0.597101
3187,-1.49473,1.16418,9.11951,-1.02776,-1.15635,0.597101
3188,-1.49473,1.16418,9.11951,-1.02776,-0.951114,0.597101
3189,-1.49473,1.16418,9.11951,-1.02776,-0.951114,0.0371544
3190,-1.55713,1.16418,9.11951,-1.02776,-0.951114,0.0371544
3191,-1.55713,1.61698,9.11951,-1.02776,-0.951114,0.0371544
3192,-1.55713,1.61698,8.92558,-1.02776,-0.951114,0.0371544
3193,-1.55713,1.61698,8.92558,-0.774167,-0.951114,0.0371544
3194,-1.55713,1.61698,8.92558,-0.774167,-1.02691,0.0371544
3195,-1.55713,1.61698,8.92558,-0.774167,-1.02691,-0.486961
3196,-1.80852,1.61698,8.92558,-0.774167,-1.02691,-0.486961
3197,-1.80852,1.84698,8.92558,-0.774167,-1.02691,-0.486961
3198,-1.80852,1.84698,9.17952,-0.774167,-1.02691,-0.486961
3199,-1.80852,1.84698,9.17952,-0.0811066,-1.02691,-0.486961
3200,-1.80852,1.84698,9.17952,-0.0811066,-0.973659,-0.486961
3201,-1.80852,1.84698,9.17952,-0.0811066,-0.973659,-0.489639
3202,-2.46498,1.84698,9.17952,-0.0811066,-0.973659,-0.489639
3203,-2.46498,2.20147,9.17952,-0.0811066,-0.973659,-0.489639
3204,-2.46498,2.20147,9.39739,-0.0811066,-0.973659,-0.489639
3205,-2.46498,2.20147,9.39739,0.473507,-0.973659,-0.489639
3206,-2.46498,2.20147,9.39739,0.473507,-1.15213,-0.489639
3207,-2.46498,2.20147,9.39739,0.473507,-1.15213,0.0530006
3208,-3.23876,2.20147,9.39739,0.473507,-1.15213,0.0530006
3209,-3.23876,2.52244,9.39739,0.473507,-1.15213,0.0530006
3210,-3.23876,2.52244,8.87291,0.473507,-1.15213,0.0530006
3211,-3.23876,2.52244,8.87291,0.614642,-1.15213,0.0530006
3212,-3.23876,2.52244,8.87291,0.614642,-1.21095,0.0530006
3213,-3.23876,2.52244,8.87291,0.614642,-1.21095,0.658829
3214,-3.85676,2.52244,8.87291,0.614642,-1.21095,0.658829
3215,-3.85676,2.89369,8.87291,0.614642,-1.21095,0.658829
3216,-3.85676,2.89369,7.79492,0.614642,-1.21095,0.658829
3217,-3.85676,2.89369,7.79492,0.565103,-1.21095,0.658829
3218,-3.85676,2.89369,7.79492,0.565103,-1.28104,0.658829
3219,-3.85676,2.89369,7.79492,0.565103,-1.28104,0.594234
3220,-4.52504,2.89369,7.79492,0.565103,-1.28104,0.594234
3221,-4.52504,3.19072,7.79492,0.565103,-1.28104,0.594234
3222,-4.52504,3.19072,6.35765,0.565103,-1.28104,0.594234
3223,-4.52504,3.19072,6.35765,0.542187,-1.28104,0.594234
3224,-4.52504,3.19072,6.35765,0.542187,-1.23375,0.594234
3225,-4.52504,3.19072,6.35765,0.542187,-1.23375,-0.0158646
3226,-5.2629,3.19072,6.35765,0.542187,-1.23375,-0.0158646
3227,-5.2629,3.7969,6.35765,0.542187,-1.23375,-0.0158646
3228,-5.2629,3.7969,5.49529,0.542187,-1.23375,-0.0158646
3229,-5.2629,3.7969,5.49529,0.331145,-1.23375,-0.0158646
3230,-5.2629,3.7969,5.49529,0.331145,-1.16057,-0.0158646
3231,-5.2629,3.7969,5.49529,0.331145,-1.16057,-1.04058
3232,-6.13963,3.7969,5.49529,0.331145,-1.16057,-1.04058
3233,-6.13963,4.47476,5.49529,0.331145,-1.16057,-1.04058
3234,-6.13963,4.47476,5.42571,0.331145,-1.16057,-1.04058
3235,-6.13963,4.47476,5.42571,-0.069912,-1.16057,-1.04058
3236,-6.13963,4.47476,5.42571,-0.069912,-0.673874,-1.04058
3237,-6.13963,4.47476,5.42571,-0.069912,-0.673874,-1.58689
3238,-6.56116,4.47476,5.42571,-0.069912,-0.673874,-1.58689
3239,-6.56116,4.7263,5.42571,-0.069912,-0.673874,-1.58689
3240,-6.56116,4.7263,5.78275,-0.069912,-0.673874,-1.58689
3241,-6.56116,4.7263,5.78275,-0.697369,-0.673874,-1.58689
3242,-6.56116,4.7263,5.78275,-0.697369,-0.0372276,-1.58689
3243,-6.56116,4.7263,5.78275,-0.697369,-0.0372276,-1.43513
3244,-6.94453,4.7263,5.78275,-0.697369,-0.0372276,-1.43513
3245,-6.94453,4.99221,5.78275,-0.697369,-0.0372276,-1.43513
3246,-6.94453,4.99221,5.6581,-0.697369,-0.0372276,-1.43513
3247,-6.94453,4.99221,5.6581,-0.928246,-0.0372276,-1.43513
3248,-6.94453,4.99221,5.6581,-0.928246,0.205875,-1.43513
3249,-6.94453,4.99221,5.6581,-0.928246,0.205875,-0.91683
3250,-6.9972,4.99221,5.6581,-0.928246,0.205875,-0.91683
3251,-6.9972,5.15023,5.6581,-0.928246,0.205875,-0.91683
3252,-6.9972,5.15023,5.11671,-0.928246,0.205875,-0.91683
3253,-6.9972,5.15023,5.11671,-1.15488,0.205875,-0.91683
3254,-6.9972,5.15023,5.11671,-1.15488,0.465797,-0.91683
3255,-6.9972,5.15023,5.11671,-1.15488,0.465797,-0.90457
3256,-6.7289,5.15023,5.11671,-1.15488,0.465797,-0.90457
3257,-6.7289,4.89629,5.11671,-1.15488,0.465797,-0.90457
3258,-6.7289,4.89629,5.15502,-1.15488,0.465797,-0.90457
3259,-6.7289,4.89629,5.15502,-1.06626,0.465797,-0.90457
3260,-6.7289,4.89629,5.15502,-1.06626,0.613236,-0.90457
3261,-6.7289,4.89629,5.15502,-1.06626,0.613236,-1.31152
3262,-6.44863,4.89629,5.15502,-1.06626,0.613236,-1.31152
3263,-6.44863,4.62081,5.15502,-1.06626,0.613236,-1.31152
3264,-6.44863,4.62081,5.52163,-1.06626,0.613236,-1.31152
3265,-6.44863,4.62081,5.52163,-0.650232,0.613236,-1.31152
3266,-6.44863,4.62081,5.52163,-0.650232,0.348153,-1.31152
3267,-6.44863,4.62081,5.52163,-0.650232,0.348153,-1.12439
3268,-6.56595,4.62081,5.52163,-0.650232,0.348153,-1.12439
3269,-6.56595,4.42927,5.52163,-0.650232,0.348153,-1.12439
3270,-6.56595,4.42927,5.74908,-0.650232,0.348153,-1.12439
3271,-6.56595,4.42927,5.74908,-0.216549,0.348153,-1.12439
3272,-6.56595,4.42927,5.74908,-0.216549,0.0649109,-1.12439
3273,-6.56595,4.42927,5.74908,-0.216549,0.0649109,-0.598225
3274,-7.02354,4.42927,5.74908,-0.216549,0.0649109,-0.598225
3275,-7.02354,4.52504,5.74908,-0.216549,0.0649109,-0.598225
3276,-7.02354,4.52504,5.77796,-0.216549,0.0649109,-0.598225
3277,-7.02354,4.52504,5.77796,-0.183119,0.0649109,-0.598225
3278,-7.02354,4.52504,5.77796,-0.183119,-0.124443,-0.598225
3279,-7.02354,4.52504,5.77796,-0.183119,-0.124443,-0.214371
3280,-7.41873,4.52504,5.77796,-0.183119,-0.124443,-0.214371
3281,-7.41873,4.69279,5.77796,-0.183119,-0.124443,-0.214371
3282,-7.41873,4.69279,5.59106,-0.183119,-0.124443,-0.214371
3283,-7.41873,4.69279,5.59106,-0.50673,-0.124443,-0.214371
3284,-7.41873,4.69279,5.59106,-0.50673,-0.0157578,-0.214371
3285,-7.41873,4.69279,5.59106,-0.50673,-0.0157578,-0.0515518
3286,-7.77098,4.69279,5.59106,-0.50673,-0.0157578,-0.0515518
3287,-7.77098,4.88911,5.59106,-0.50673,-0.0157578,-0.0515518
3288,-7.77098,4.88911,5.38501,-0.50673,-0.0157578,-0.0515518
3289,-7.77098,4.88911,5.38501,-0.787866,-0.0157578,-0.0515518
3290,-7.77098,4.88911,5.38501,-0.787866,0.16666,-0.0515518
3291,-7.77098,4.88911,5.38501,-0.787866,0.16666,-0.124596
3292,-7.88351,4.88911,5.38501,-0.787866,0.16666,-0.124596
3293,-7.88351,4.9132,5.38501,-0.787866,0.16666,-0.124596
3294,-7.88351,4.9132,5.17417,-0.787866,0.16666,-0.124596
3295,-7.88351,4.9132,5.17417,-1.04442,0.16666,-0.124596
3296,-7.88351,4.9132,5.17417,-1.04442,0.370491,-0.124596
3297,-7.88351,4.9132,5.17417,-1.04442,0.370491,-0.230406
3298,-7.9266,4.9132,5.17417,-1.04442,0.370491,-0.230406
3299,-7.9266,4.68081,5.17417,-1.04442,0.370491,-0.230406
3300,-7.9266,4.68081,5.10474,-1.04442,0.370491,-0.230406
3301,-7.9266,4.68081,5.10474,-1.08231,0.370491,-0.230406
3302,-7.9266,4.68081,5.10474,-1.08231,0.39592,-0.230406
3303,-7.9266,4.68081,5.10474,-1.08231,0.39592,-0.358215
3304,-7.8021,4.68081,5.10474,-1.08231,0.39592,-0.358215
3305,-7.8021,4.54898,5.10474,-1.08231,0.39592,-0.358215
3306,-7.8021,4.54898,5.09037,-1.08231,0.39592,-0.358215
3307,-7.8021,4.54898,5.09037,-1.07672,0.39592,-0.358215
3308,-7.8021,4.54898,5.09037,-1.07672,0.169048,-0.358215
3309,-7.8021,4.54898,5.09037,-1.07672,0.169048,-0.377351
3310,-7.75422,4.54898,5.09037,-1.07672,0.169048,-0.377351
3311,-7.75422,4.6449,5.09037,-1.07672,0.169048,-0.377351
3312,-7.75422,4.6449,5.02573,-1.07672,0.169048,-0.377351
3313,-7.75422,4.6449,5.02573,-0.924559,0.169048,-0.377351
3314,-7.75422,4.6449,5.02573,-0.924559,0.048439,-0.377351
3315,-7.75422,4.6449,5.02573,-0.924559,0.048439,-0.370464
3316,-7.98406,4.6449,5.02573,-0.924559,0.048439,-0.370464
3317,-7.98406,4.76461,5.02573,-0.924559,0.048439,-0.370464
3318,-7.98406,4.76461,4.92517,-0.924559,0.048439,-0.370464
3319,-7.98406,4.76461,4.92517,-0.86026,0.048439,-0.370464
3320,-7.98406,4.76461,4.92517,-0.86026,0.158403,-0.370464
3321,-7.98406,4.76461,4.92517,-0.86026,0.158403,-0.430063
3322,-8.02013,4.76461,4.92517,-0.86026,0.158403,-0.430063
3323,-8.02013,4.83883,4.92517,-0.86026,0.158403,-0.430063
3324,-8.02013,4.83883,4.93954,-0.86026,0.158403,-0.430063
3325,-8.02013,4.83883,4.93954,-1.08353,0.158403,-0.430063
3326,-8.02013,4.83883,4.93954,-1.08353,0.293654,-0.430063
3327,-8.02013,4.83883,4.93954,-1.08353,0.293654,-0.54028
3328,-7.67746,4.83883,4.93954,-1.08353,0.293654,-0.54028
3329,-7.67746,4.6449,4.93954,-1.08353,0.293654,-0.54028
3330,-7.67746,4.6449,4.97784,-1.08353,0.293654,-0.54028
3331,-7.67746,4.6449,4.97784,-1.12695,0.293654,-0.54028
3332,-7.67746,4.6449,4.97784,-1.12695,0.377937,-0.54028
3333,-7.67746,4.6449,4.97784,-1.12695,0.377937,-0.549416
3334,-7.25353,4.6449,4.97784,-1.12695,0.377937,-0.549416
3335,-7.25353,4.41012,4.97784,-1.12695,0.377937,-0.549416
3336,-7.25353,4.41012,5.22699,-1.12695,0.377937,-0.549416
3337,-7.25353,4.41012,5.22699,-0.801338,0.377937,-0.549416
3338,-7.25353,4.41012,5.22699,-0.801338,0.18906,-0.549416
3339,-7.25353,4.41012,5.22699,-0.801338,0.18906,-0.539536
3340,-7.09058,4.41012,5.22699,-0.801338,0.18906,-0.539536
3341,-7.09058,4.43167,5.22699,-0.801338,0.18906,-0.539536
3342,-7.09058,4.43167,5.4305,-0.801338,0.18906,-0.539536
3343,-7.09058,4.43167,5.4305,-0.390687,0.18906,-0.539536
3344,-7.09058,4.43167,5.4305,-0.390687,-0.0419121,-0.539536
3345,-7.09058,4.43167,5.4305,-0.390687,-0.0419121,-0.310745
3346,-7.06903,4.43167,5.4305,-0.390687,-0.0419121,-0.310745
3347,-7.06903,4.54898,5.4305,-0.390687,-0.0419121,-0.310745
3348,-7.06903,4.54898,5.42332,-0.390687,-0.0419121,-0.310745
3349,-7.06903,4.54898,5.42332,-0.234543,-0.0419121,-0.310745
3350,-7.06903,4.54898,5.42332,-0.234543,-0.0207672,-0.310745
3351,-7.06903,4.54898,5.42332,-0.234543,-0.0207672,-0.11594
3352,-6.9996,4.54898,5.42332,-0.234543,-0.0207672,-0.11594
3353,-6.9996,4.55138,5.42332,-0.234543,-0.0207672,-0.11594
3354,-6.9996,4.55138,5.25333,-0.234543,-0.0207672,-0.11594
3355,-6.9996,4.55138,5.25333,-0.219011,-0.0207672,-0.11594
3356,-6.9996,4.55138,5.25333,-0.219011,0.0901756,-0.11594
3357,-6.9996,4.55138,5.25333,-0.219011,0.0901756,-0.126492
3358,-6.94214,4.55138,5.25333,-0.219011,0.0901756,-0.126492
3359,-6.94214,4.46758,5.25333,-0.219011,0.0901756,-0.126492
3360,-6.94214,4.46758,5.17177,-0.219011,0.0901756,-0.126492
3361,-6.94214,4.46758,5.17177,-0.161231,0.0901756,-0.126492
3362,-6.94214,4.46758,5.17177,-0.161231,0.0836067,-0.126492
3363,-6.94214,4.46758,5.17177,-0.161231,0.0836067,-0.30358
3364,-6.92059,4.46758,5.17177,-0.161231,0.0836067,-0.30358
3365,-6.92059,4.43406,5.17177,-0.161231,0.0836067,-0.30358
3366,-6.92059,4.43406,5.33712,-0.161231,0.0836067,-0.30358
3367,-6.92059,4.43406,5.33712,-0.120035,0.0836067,-0.30358
3368,-6.92059,4.43406,5.33712,-0.120035,-0.00350571,-0.30358
3369,-6.92059,4.43406,5.33712,-0.120035,-0.00350571,-0.401105
3370,-6.9158,4.43406,5.33712,-0.120035,-0.00350571,-0.401105
3371,-6.9158,4.4173,5.33712,-0.120035,-0.00350571,-0.401105
3372,-6.9158,4.4173,5.5312,-0.120035,-0.00350571,-0.401105
3373,-6.9158,4.4173,5.5312,-0.122664,-0.00350571,-0.401105
3374,-6.9158,4.4173,5.5312,-0.122664,-0.032341,-0.401105
3375,-6.9158,4.4173,5.5312,-0.122664,-0.032341,-0.268314
3376,-6.85101,4.4173,5.5312,-0.122664,-0.032341,-0.268314
3377,-6.85101,4.38378,5.5312,-0.122664,-0.032341,-0.268314
3378,-6.85101,4.38378,5.68204,-0.122664,-0.032341,-0.268314
3379,-6.85101,4.38378,5.68204,-0.151237,-0.032341,-0.268314
3380,-6.85101,4.38378,5.68204,-0.151237,-0.0406006,-0.268314
3381,-6.85101,4.38378,5.68204,-0.151237,-0.0406006,-0.121359
3382,-6.82467,4.38378,5.68204,-0.151237,-0.0406006,-0.121359
3383,-6.82467,4.39815,5.68204,-0.151237,-0.0406006,-0.121359
3384,-6.82467,4.39815,5.86654,-0.151237,-0.0406006,-0.121359
3385,-6.82467,4.39815,5.86654,-0.126152,-0.0406006,-0.121359
3386,-6.82467,4.39815,5.86654,-0.126152,-0.0657593,-0.121359
3387,-6.82467,4.39815,5.86654,-0.126152,-0.0657593,-0.0243996
3388,-6.75524,4.39815,5.86654,-0.126152,-0.0657593,-0.0243996
3389,-6.75524,4.33814,5.86654,-0.126152,-0.0657593,-0.0243996
3390,-6.75524,4.33814,6.03414,-0.126152,-0.0657593,-0.0243996
3391,-6.75524,4.33814,6.03414,-0.146332,-0.0657593,-0.0243996
3392,-6.75524,4.33814,6.03414,-0.146332,-0.0468742,-0.0243996
3393,-6.75524,4.33814,6.03414,-0.146332,-0.0468742,0.101007
3394,-6.74327,4.33814,6.03414,-0.146332,-0.0468742,0.101007
3395,-6.74327,4.1897,6.03414,-0.146332,-0.0468742,0.101007
3396,-6.74327,4.1897,6.02935,-0.146332,-0.0468742,0.101007
3397,-6.74327,4.1897,6.02935,-0.134178,-0.0468742,0.101007
3398,-6.74327,4.1897,6.02935,-0.134178,-0.104454,0.101007
3399,-6.74327,4.1897,6.02935,-0.134178,-0.104454,0.199833
3400,-6.51088,4.1897,6.02935,-0.134178,-0.104454,0.199833
3401,-6.51088,4.18252,6.02935,-0.134178,-0.104454,0.199833
3402,-6.51088,4.18252,5.99583,-0.134178,-0.104454,0.199833
3403,-6.51088,4.18252,5.99583,-0.189392,-0.104454,0.199833
3404,-6.51088,4.18252,5.99583,-0.189392,-0.247896,0.199833
3405,-6.51088,4.18252,5.99583,-0.189392,-0.247896,0.115152
3406,-6.24019,4.18252,5.99583,-0.189392,-0.247896,0.115152
3407,-6.24019,4.19449,5.99583,-0.189392,-0.247896,0.115152
3408,-6.24019,4.19449,6.12766,-0.189392,-0.247896,0.115152
3409,-6.24019,4.19449,6.12766,-0.0276031,-0.247896,0.115152
3410,-6.24019,4.19449,6.12766,-0.0276031,-0.245813,0.115152
3411,-6.24019,4.19449,6.12766,-0.0276031,-0.245813,-0.00174713
3412,-6.19709,4.19449,6.12766,-0.0276031,-0.245813,-0.00174713
3413,-6.19709,4.21125,6.12766,-0.0276031,-0.245813,-0.00174713
3414,-6.19709,4.21125,6.35526,-0.0276031,-0.245813,-0.00174713
3415,-6.19709,4.21125,6.35526,0.176002,-0.245813,-0.00174713
3416,-6.19709,4.21125,6.35526,0.176002,-0.220964,-0.00174713
3417,-6.19709,4.21125,6.35526,0.176002,-0.220964,0.0504074
3418,-6.26652,4.21125,6.35526,0.176002,-0.220964,0.0504074
3419,-6.26652,4.28547,6.35526,0.176002,-0.220964,0.0504074
3420,-6.26652,4.28547,6.32653,0.176002,-0.220964,0.0504074
3421,-6.26652,4.28547,6.32653,0.15921,-0.220964,0.0504074
3422,-6.26652,4.28547,6.32653,0.15921,-0.18837,0.0504074
3423,-6.26652,4.28547,6.32653,0.15921,-0.18837,0.204472
3424,-6.23061,4.28547,6.32653,0.15921,-0.18837,0.204472
3425,-6.23061,4.36702,6.32653,0.15921,-0.18837,0.204472
3426,-6.23061,4.36702,6.2354,0.15921,-0.18837,0.204472
3427,-6.23061,4.36702,6.2354,0.0354553,-0.18837,0.204472
3428,-6.23061,4.36702,6.2354,0.0354553,-0.100145,0.204472
3429,-6.23061,4.36702,6.2354,0.0354553,-0.100145,0.110222
3430,-6.25455,4.36702,6.2354,0.0354553,-0.100145,0.110222
3431,-6.25455,4.42209,6.2354,0.0354553,-0.100145,0.110222
3432,-6.25455,4.42209,6.15878,0.0354553,-0.100145,0.110222
3433,-6.25455,4.42209,6.15878,0.0289566,-0.100145,0.110222
3434,-6.25455,4.42209,6.15878,0.0289566,-0.0110809,0.110222
3435,-6.25455,4.42209,6.15878,0.0289566,-0.0110809,-0.0285355
3436,-6.25455,4.42209,6.15878,0.0289566,-0.0110809,-0.0285355
3437,-6.25455,4.42209,6.15878,0.0289566,-0.0110809,-0.0285355
3438,-6.25455,4.42209,6.15878,0.0289566,-0.0110809,-0.0285355
3439,-6.25455,4.42209,6.15878,-0.0209412,-0.0110809,-0.0285355
3440,-6.25455,4.42209,6.15878,-0.0209412,0.0446861,-0.0285355
3441,-6.25455,4.42209,6.15878,-0.0209412,0.0446861,-0.131077
3442,-6.2354,4.42209,6.15878,-0.0209412,0.0446861,-0.131077
3443,-6.2354,4.38618,6.15878,-0.0209412,0.0446861,-0.131077
3444,-6.2354,4.38618,6.2354,-0.0209412,0.0446861,-0.131077
3445,-6.2354,4.38618,6.2354,-0.0649139,0.0446861,-0.131077
3446,-6.2354,4.38618,6.2354,-0.0649139,0.0902405,-0.131077
3447,-6.2354,4.38618,6.2354,-0.0649139,0.0902405,-0.127689
3448,-6.21146,4.38618,6.2354,-0.0649139,0.0902405,-0.127689
3449,-6.21146,4.37181,6.2354,-0.0649139,0.0902405,-0.127689
3450,-6.21146,4.37181,6.48694,-0.0649139,0.0902405,-0.127689
3451,-6.21146,4.37181,6.48694,-0.037973,0.0902405,-0.127689
3452,-6.21146,4.37181,6.48694,-0.037973,0.0106522,-0.127689
3453,-6.21146,4.37181,6.48694,-0.037973,0.0106522,-0.0911636
3454,-6.23779,4.37181,6.48694,-0.037973,0.0106522,-0.0911636
3455,-6.23779,4.42448,6.48694,-0.037973,0.0106522,-0.0911636
3456,-6.23779,4.42448,6.56595,-0.037973,0.0106522,-0.0911636
3457,-6.23779,4.42448,6.56595,-0.0304428,0.0106522,-0.0911636
3458,-6.23779,4.42448,6.56595,-0.0304428,0.00245667,-0.0911636
3459,-6.23779,4.42448,6.56595,-0.0304428,0.00245667,0.1392
3460,-6.38399,4.42448,6.56595,-0.0304428,0.00245667,0.1392
3461,-6.38399,4.5418,6.56595,-0.0304428,0.00245667,0.1392
3462,-6.38399,4.5418,6.6044,-0.0304428,0.00245667,0.1392
3463,-6.38399,4.5418,6.6044,-0.0661865,0.00245667,0.1392
3464,-6.38399,4.5418,6.6044,-0.0661865,0.0536057,0.1392
