time,grx,gry,grz,lax,lay,laz
58,1.77113,5.56638,7.87711,-0.0305464,0.0262103,0.0147543
59,1.77113,5.56638,7.87711,-0.0305464,0.0262103,0.0147543
60,1.77113,5.56638,7.87711,-0.0305464,0.0262103,0.0147543
61,2.03267,5.56638,7.87711,-0.0305464,0.0262103,0.0147543
62,2.03267,4.55554,7.87711,-0.0305464,0.0262103,0.0147543
63,2.03267,4.55554,8.44308,-0.0305464,0.0262103,0.0147543
64,2.03267,4.55554,8.44308,-0.0305464,0.0262103,0.0147543
65,2.03267,4.55554,8.44308,-0.0305464,0.0262103,0.0147543
66,2.03267,4.55554,8.44308,-0.0305464,0.0262103,0.0147543
67,0.964571,4.55554,8.44308,-0.0305464,0.0262103,0.0147543
68,0.964571,4.95645,8.44308,-0.0305464,0.0262103,0.0147543
69,0.964571,4.95645,8.40676,-0.0305464,0.0262103,0.0147543
70,0.964571,4.95645,8.40676,-0.0305464,0.0262103,0.0147543
71,0.964571,4.95645,8.40676,-0.0305464,0.0262103,0.0147543
72,0.964571,4.95645,8.40676,-0.0305464,0.0262103,0.0147543
73,3.34199,4.95645,8.40676,-0.0305464,0.0262103,0.0147543
74,3.34199,3.96751,8.40676,-0.0305464,0.0262103,0.0147543
75,3.34199,3.96751,8.32228,-0.0305464,0.0262103,0.0147543
76,3.34199,3.96751,8.32228,-0.0305464,0.0262103,0.0147543
77,3.34199,3.96751,8.32228,-0.0305464,0.0262103,0.0147543
78,3.34199,3.96751,8.32228,-0.0305464,0.0262103,0.0147543
79,4.0682,3.96751,8.32228,-0.0305464,0.0262103,0.0147543
80,4.0682,3.92221,8.32228,-0.0305464,0.0262103,0.0147543
81,4.0682,3.92221,8.01476,-0.0305464,0.0262103,0.0147543
82,4.0682,3.92221,8.01476,-0.0305464,0.0262103,0.0147543
83,4.0682,3.92221,8.01476,-0.0305464,0.0262103,0.0147543
84,4.0682,3.92221,8.01476,-0.0305464,0.0262103,0.0147543
85,5.79918,3.92221,8.01476,-0.0305464,0.0262103,0.0147543
86,5.79918,2.12983,8.01476,-0.0305464,0.0262103,0.0147543
87,5.79918,2.12983,7.61601,-0.0305464,0.0262103,0.0147543
88,5.79918,2.12983,7.61601,-0.0305464,0.0262103,0.0147543
89,5.79918,2.12983,7.61601,-0.0305464,0.0262103,0.0147543
90,5.79918,2.12983,7.61601,-0.0305464,0.0262103,0.0147543
91,7.40309,2.12983,7.61601,-0.0305464,0.0262103,0.0147543
92,7.40309,1.55312,7.61601,-0.0305464,0.0262103,0.0147543
93,7.40309,1.55312,6.24119,-0.0305464,0.0262103,0.0147543
94,7.40309,1.55312,6.24119,-0.0305464,0.0262103,0.0147543
95,7.40309,1.55312,6.24119,-0.0305464,0.0262103,0.0147543
96,7.40309,1.55312,6.24119,-0.0305464,0.0262103,0.0147543
97,7.66456,1.55312,6.24119,-0.0305464,0.0262103,0.0147543
98,7.66456,3.70689,6.24119,-0.0305464,0.0262103,0.0147543
99,7.66456,3.70689,4.8666,-0.0305464,0.0262103,0.0147543
100,7.66456,3.70689,4.8666,-0.0305464,0.0262103,0.0147543
101,7.66456,3.70689,4.8666,-0.0305464,0.0262103,0.0147543
102,7.66456,3.70689,4.8666,-0.0305464,0.0262103,0.0147543
103,7.32947,3.70689,4.8666,-0.0305464,0.0262103,0.0147543
104,7.32947,3.64419,4.8666,-0.0305464,0.0262103,0.0147543
105,7.32947,3.64419,5.40084,-0.0305464,0.0262103,0.0147543
106,7.32947,3.64419,5.40084,-0.0305464,0.0262103,0.0147543
107,7.32947,3.64419,5.40084,-0.0305464,0.0262103,0.0147543
108,7.32947,3.64419,5.40084,-0.0305464,0.0262103,0.0147543
109,5.25616,3.64419,5.40084,-0.0305464,0.0262103,0.0147543
110,5.25616,1.1986,5.40084,-0.0305464,0.0262103,0.0147543
111,5.25616,1.1986,8.19186,-0.0305464,0.0262103,0.0147543
112,5.25616,1.1986,8.19186,-0.0305464,0.0262103,0.0147543
113,5.25616,1.1986,8.19186,-0.0305464,0.0262103,0.0147543
114,5.25616,1.1986,8.19186,-0.0305464,0.0262103,0.0147543
115,3.65333,1.1986,8.19186,-0.0305464,0.0262103,0.0147543
116,3.65333,-1.73194,8.19186,-0.0305464,0.0262103,0.0147543
117,3.65333,-1.73194,8.93442,-0.0305464,0.0262103,0.0147543
118,3.65333,-1.73194,8.93442,-0.0305464,0.0262103,0.0147543
119,3.65333,-1.73194,8.93442,-0.0305464,0.0262103,0.0147543
120,3.65333,-1.73194,8.93442,-0.0305464,0.0262103,0.0147543
121,1.71723,-1.73194,8.93442,-0.0305464,0.0262103,0.0147543
122,1.71723,-1.65805,8.93442,-0.0305464,0.0262103,0.0147543
123,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
124,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
125,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
126,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
127,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
128,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
129,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
130,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
131,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
132,1.71723,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
133,0.498866,-1.65805,9.5117,-0.0305464,0.0262103,0.0147543
134,0.498866,-2.37604,9.5117,-0.0305464,0.0262103,0.0147543
135,0.498866,-2.37604,9.50137,-0.0305464,0.0262103,0.0147543
136,0.498866,-2.37604,9.50137,-0.0305464,0.0262103,0.0147543
137,0.498866,-2.37604,9.50137,-0.0305464,0.0262103,0.0147543
138,0.498866,-2.37604,9.50137,-0.0305464,0.0262103,0.0147543
139,0.158349,-2.37604,9.50137,-0.0305464,0.0262103,0.0147543
140,0.158349,-1.98406,9.50137,-0.0305464,0.0262103,0.0147543
141,0.158349,-1.98406,9.60254,-0.0305464,0.0262103,0.0147543
142,0.158349,-1.98406,9.60254,-0.0305464,0.0262103,0.0147543
143,0.158349,-1.98406,9.60254,-0.0305464,0.0262103,0.0147543
144,0.158349,-1.98406,9.60254,-0.0305464,0.0262103,0.0147543
145,-0.136372,-1.98406,9.60254,-0.0305464,0.0262103,0.0147543
146,-0.136372,-1.83781,9.60254,-0.0305464,0.0262103,0.0147543
147,-0.136372,-1.83781,9.63194,-0.0305464,0.0262103,0.0147543
148,-0.136372,-1.83781,9.63194,-0.0305464,0.0262103,0.0147543
149,-0.136372,-1.83781,9.63194,-0.0305464,0.0262103,0.0147543
150,-0.136372,-1.83781,9.63194,-0.0305464,0.0262103,0.0147543
151,-0.305149,-1.83781,9.63194,-0.0305464,0.0262103,0.0147543
152,-0.305149,-1.85669,9.63194,-0.0305464,0.0262103,0.0147543
153,-0.305149,-1.85669,9.62445,-0.0305464,0.0262103,0.0147543
154,-0.305149,-1.85669,9.62445,-0.0305464,0.0262103,0.0147543
155,-0.305149,-1.85669,9.62445,-0.0305464,0.0262103,0.0147543
156,-0.305149,-1.85669,9.62445,-0.0305464,0.0262103,0.0147543
157,-0.116009,-1.85669,9.62445,-0.0305464,0.0262103,0.0147543
158,-0.116009,-2.17072,9.62445,-0.0305464,0.0262103,0.0147543
159,-0.116009,-2.17072,9.56268,-0.0305464,0.0262103,0.0147543
160,-0.116009,-2.17072,9.56268,-0.0305464,0.0262103,0.0147543
161,-0.116009,-2.17072,9.56268,-0.0305464,0.0262103,0.0147543
162,-0.116009,-2.17072,9.56268,-0.0305464,0.0262103,0.0147543
163,-0.148794,-2.17072,9.56268,-0.0305464,0.0262103,0.0147543
164,-0.148794,-2.00713,9.56268,-0.0305464,0.0262103,0.0147543
165,-0.148794,-2.00713,9.5979,-0.0305464,0.0262103,0.0147543
166,-0.148794,-2.00713,9.5979,-0.0305464,0.0262103,0.0147543
167,-0.148794,-2.00713,9.5979,-0.0305464,0.0262103,0.0147543
168,-0.148794,-2.00713,9.5979,-0.0305464,0.0262103,0.0147543
169,-0.503728,-2.00713,9.5979,-0.0305464,0.0262103,0.0147543
170,-0.503728,-1.77433,9.5979,-0.0305464,0.0262103,0.0147543
171,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
172,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
173,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
174,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
175,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
176,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
177,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
178,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
179,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
180,-0.503728,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
181,-0.789953,-1.77433,9.63164,-0.0305464,0.0262103,0.0147543
182,-0.789953,-1.85332,9.63164,-0.0305464,0.0262103,0.0147543
183,-0.789953,-1.85332,9.59748,-0.0305464,0.0262103,0.0147543
184,-0.789953,-1.85332,9.59748,-0.0305464,0.0262103,0.0147543
185,-0.789953,-1.85332,9.59748,-0.0305464,0.0262103,0.0147543
186,-0.789953,-1.85332,9.59748,-0.0305464,0.0262103,0.0147543
187,-1.19643,-1.85332,9.59748,-0.0305464,0.0262103,0.0147543
188,-1.19643,-1.68377,9.59748,-0.0305464,0.0262103,0.0147543
189,-1.19643,-1.68377,9.58665,-0.0305464,0.0262103,0.0147543
190,-1.19643,-1.68377,9.58665,-0.0305464,0.0262103,0.0147543
191,-1.19643,-1.68377,9.58665,-0.0305464,0.0262103,0.0147543
192,-1.19643,-1.68377,9.58665,-0.0305464,0.0262103,0.0147543
193,-0.418965,-1.68377,9.58665,-0.0305464,0.0262103,0.0147543
194,-0.418965,-1.65565,9.58665,-0.0305464,0.0262103,0.0147543
195,-0.418965,-1.65565,9.65679,-0.0305464,0.0262103,0.0147543
196,-0.418965,-1.65565,9.65679,-0.0305464,0.0262103,0.0147543
197,-0.418965,-1.65565,9.65679,-0.0305464,0.0262103,0.0147543
198,-0.418965,-1.65565,9.65679,-0.0305464,0.0262103,0.0147543
199,-0.141804,-1.65565,9.65679,-0.0305464,0.0262103,0.0147543
200,-0.141804,-1.32073,9.65679,-0.0305464,0.0262103,0.0147543
201,-0.141804,-1.32073,9.71627,-0.0305464,0.0262103,0.0147543
202,-0.141804,-1.32073,9.71627,-0.0305464,0.0262103,0.0147543
203,-0.141804,-1.32073,9.71627,-0.0305464,0.0262103,0.0147543
204,-0.141804,-1.32073,9.71627,-0.0305464,0.0262103,0.0147543
205,0.830781,-1.32073,9.71627,-0.0305464,0.0262103,0.0147543
206,0.830781,-0.717673,9.71627,-0.0305464,0.0262103,0.0147543
207,0.830781,-0.717673,9.74501,-0.0305464,0.0262103,0.0147543
208,0.830781,-0.717673,9.74501,-0.0305464,0.0262103,0.0147543
209,0.830781,-0.717673,9.74501,-0.0305464,0.0262103,0.0147543
210,0.830781,-0.717673,9.74501,-0.0305464,0.0262103,0.0147543
211,1.24882,-0.717673,9.74501,-0.0305464,0.0262103,0.0147543
212,1.24882,-0.48593,9.74501,-0.0305464,0.0262103,0.0147543
213,1.24882,-0.48593,9.71466,-0.0305464,0.0262103,0.0147543
214,1.24882,-0.48593,9.71466,-0.0305464,0.0262103,0.0147543
215,1.24882,-0.48593,9.71466,-0.0305464,0.0262103,0.0147543
216,1.24882,-0.48593,9.71466,-0.0305464,0.0262103,0.0147543
217,0.666715,-0.48593,9.71466,-0.0305464,0.0262103,0.0147543
218,0.666715,-1.34453,9.71466,-0.0305464,0.0262103,0.0147543
219,0.666715,-1.34453,9.69114,-0.0305464,0.0262103,0.0147543
220,0.666715,-1.34453,9.69114,-0.0305464,0.0262103,0.0147543
221,0.666715,-1.34453,9.69114,-0.0305464,0.0262103,0.0147543
222,0.666715,-1.34453,9.69114,-0.0305464,0.0262103,0.0147543
223,0.548986,-1.34453,9.69114,-0.0305464,0.0262103,0.0147543
224,0.548986,-0.86909,9.69114,-0.0305464,0.0262103,0.0147543
225,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
226,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
227,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
228,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
229,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
230,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
231,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
232,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
233,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
234,0.548986,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
235,2.20695,-0.86909,9.75262,-0.0305464,0.0262103,0.0147543
236,2.20695,0.344527,9.75262,-0.0305464,0.0262103,0.0147543
237,2.20695,0.344527,9.54888,-0.0305464,0.0262103,0.0147543
238,2.20695,0.344527,9.54888,-0.0305464,0.0262103,0.0147543
239,2.20695,0.344527,9.54888,-0.0305464,0.0262103,0.0147543
240,2.20695,0.344527,9.54888,-0.0305464,0.0262103,0.0147543
241,3.25284,0.344527,9.54888,-0.0305464,0.0262103,0.0147543
242,3.25284,0.867723,9.54888,-0.0305464,0.0262103,0.0147543
243,3.25284,0.867723,9.21067,-0.0305464,0.0262103,0.0147543
244,3.25284,0.867723,9.21067,-0.0305464,0.0262103,0.0147543
245,3.25284,0.867723,9.21067,-0.0305464,0.0262103,0.0147543
246,3.25284,0.867723,9.21067,-0.0305464,0.0262103,0.0147543
247,5.85418,0.867723,9.21067,-0.0305464,0.0262103,0.0147543
248,5.85418,2.43504,9.21067,-0.0305464,0.0262103,0.0147543
249,5.85418,2.43504,7.48128,-0.0305464,0.0262103,0.0147543
250,5.85418,2.43504,7.48128,-0.0305464,0.0262103,0.0147543
251,5.85418,2.43504,7.48128,-0.0305464,0.0262103,0.0147543
252,5.85418,2.43504,7.48128,-0.0305464,0.0262103,0.0147543
253,6.62607,2.43504,7.48128,-0.0305464,0.0262103,0.0147543
254,6.62607,2.8661,7.48128,-0.0305464,0.0262103,0.0147543
255,6.62607,2.8661,6.6371,-0.0305464,0.0262103,0.0147543
256,6.62607,2.8661,6.6371,-0.0305464,0.0262103,0.0147543
257,6.62607,2.8661,6.6371,-0.0305464,0.0262103,0.0147543
258,6.62607,2.8661,6.6371,-0.0305464,0.0262103,0.0147543
259,6.44396,2.8661,6.6371,-0.0305464,0.0262103,0.0147543
260,6.44396,3.29705,6.6371,-0.0305464,0.0262103,0.0147543
261,6.44396,3.29705,6.61628,-0.0305464,0.0262103,0.0147543
262,6.44396,3.29705,6.61628,-0.0305464,0.0262103,0.0147543
263,6.44396,3.29705,6.61628,-0.0305464,0.0262103,0.0147543
264,6.44396,3.29705,6.61628,-0.0305464,0.0262103,0.0147543
265,6.43099,3.29705,6.61628,-0.0305464,0.0262103,0.0147543
266,6.43099,3.21706,6.61628,-0.0305464,0.0262103,0.0147543
267,6.43099,3.21706,6.66808,-0.0305464,0.0262103,0.0147543
268,6.43099,3.21706,6.66808,-0.0305464,0.0262103,0.0147543
269,6.43099,3.21706,6.66808,-0.0305464,0.0262103,0.0147543
270,6.43099,3.21706,6.66808,-0.0305464,0.0262103,0.0147543
271,8.2571,3.21706,6.66808,-0.0305464,0.0262103,0.0147543
272,8.2571,4.46885,6.66808,-0.0305464,0.0262103,0.0147543
273,8.2571,4.46885,2.83196,-0.0305464,0.0262103,0.0147543
274,8.2571,4.46885,2.83196,-0.0305464,0.0262103,0.0147543
275,8.2571,4.46885,2.83196,-0.0305464,0.0262103,0.0147543
276,8.2571,4.46885,2.83196,-0.0305464,0.0262103,0.0147543
277,8.18965,4.46885,2.83196,-0.0305464,0.0262103,0.0147543
278,8.18965,5.11954,2.83196,-0.0305464,0.0262103,0.0147543
279,8.18965,5.11954,-1.70007,-0.0305464,0.0262103,0.0147543
280,8.18965,5.11954,-1.70007,-0.0305464,0.0262103,0.0147543
281,8.18965,5.11954,-1.70007,-0.0305464,0.0262103,0.0147543
282,8.18965,5.11954,-1.70007,-0.0305464,0.0262103,0.0147543
283,8.51923,5.11954,-1.70007,-0.0305464,0.0262103,0.0147543
284,8.51923,4.06625,-1.70007,-0.0305464,0.0262103,0.0147543
285,8.51923,4.06625,-2.65683,-0.0305464,0.0262103,0.0147543
286,8.51923,4.06625,-2.65683,-0.0305464,0.0262103,0.0147543
287,8.51923,4.06625,-2.65683,-0.0305464,0.0262103,0.0147543
288,8.51923,4.06625,-2.65683,-0.0305464,0.0262103,0.0147543
289,9.0814,4.06625,-2.65683,-0.0305464,0.0262103,0.0147543
290,9.0814,2.84624,-2.65683,-0.0305464,0.0262103,0.0147543
291,9.0814,2.84624,2.36591,-0.0305464,0.0262103,0.0147543
292,9.0814,2.84624,2.36591,-0.0305464,0.0262103,0.0147543
293,9.0814,2.84624,2.36591,-0.0305464,0.0262103,0.0147543
294,9.0814,2.84624,2.36591,-0.0305464,0.0262103,0.0147543
295,6.53536,2.84624,2.36591,-0.0305464,0.0262103,0.0147543
296,6.53536,-0.316244,2.36591,-0.0305464,0.0262103,0.0147543
297,6.53536,-0.316244,7.30475,-0.0305464,0.0262103,0.0147543
298,6.53536,-0.316244,7.30475,-0.0305464,0.0262103,0.0147543
299,6.53536,-0.316244,7.30475,-0.0305464,0.0262103,0.0147543
300,6.53536,-0.316244,7.30475,-0.0305464,0.0262103,0.0147543
301,5.74925,-0.316244,7.30475,-0.0305464,0.0262103,0.0147543
302,5.74925,-0.986912,7.30475,-0.0305464,0.0262103,0.0147543
303,5.74925,-0.986912,7.88305,-0.0305464,0.0262103,0.0147543
304,5.74925,-0.986912,7.88305,-0.0305464,0.0262103,0.0147543
305,5.74925,-0.986912,7.88305,-0.0305464,0.0262103,0.0147543
306,5.74925,-0.986912,7.88305,-0.0305464,0.0262103,0.0147543
307,4.24244,-0.986912,7.88305,-0.0305464,0.0262103,0.0147543
308,4.24244,-1.36014,7.88305,-0.0305464,0.0262103,0.0147543
309,4.24244,-1.36014,8.73625,-0.0305464,0.0262103,0.0147543
310,4.24244,-1.36014,8.73625,-0.0305464,0.0262103,0.0147543
311,4.24244,-1.36014,8.73625,-0.0305464,0.0262103,0.0147543
312,4.24244,-1.36014,8.73625,-0.0305464,0.0262103,0.0147543
313,3.52823,-1.36014,8.73625,-0.0305464,0.0262103,0.0147543
314,3.52823,-1.34544,8.73625,-0.0305464,0.0262103,0.0147543
315,3.52823,-1.34544,9.05051,-0.0305464,0.0262103,0.0147543
316,3.52823,-1.34544,9.05051,-0.0305464,0.0262103,0.0147543
317,3.52823,-1.34544,9.05051,-0.0305464,0.0262103,0.0147543
318,3.52823,-1.34544,9.05051,-0.0305464,0.0262103,0.0147543
319,0.791215,-1.34544,9.05051,-0.0305464,0.0262103,0.0147543
320,0.791215,-0.0705872,9.05051,-0.0305464,0.0262103,0.0147543
321,0.791215,-0.0705872,9.77443,-0.0305464,0.0262103,0.0147543
322,0.791215,-0.0705872,9.77443,-0.0305464,0.0262103,0.0147543
323,0.791215,-0.0705872,9.77443,-0.0305464,0.0262103,0.0147543
324,0.791215,-0.0705872,9.77443,-0.0305464,0.0262103,0.0147543
325,-0.0611203,-0.0705872,9.77443,-0.0305464,0.0262103,0.0147543
326,-0.0611203,-0.0675598,9.77443,-0.0305464,0.0262103,0.0147543
327,-0.0611203,-0.0675598,9.80623,-0.0305464,0.0262103,0.0147543
328,-0.0611203,-0.0675598,9.80623,-0.0305464,0.0262103,0.0147543
329,-0.0611203,-0.0675598,9.80623,-0.0305464,0.0262103,0.0147543
330,-0.0611203,-0.0675598,9.80623,-0.0305464,0.0262103,0.0147543
331,-0.0622598,-0.0675598,9.80623,-0.0305464,0.0262103,0.0147543
332,-0.0622598,-0.0704502,9.80623,-0.0305464,0.0262103,0.0147543
333,-0.0622598,-0.0704502,9.8062,-0.0305464,0.0262103,0.0147543
334,-0.0622598,-0.0704502,9.8062,-0.0305464,0.0262103,0.0147543
335,-0.0622598,-0.0704502,9.8062,-0.0305464,0.0262103,0.0147543
336,-0.0622598,-0.0704502,9.8062,-0.0305464,0.0262103,0.0147543
337,-0.0637168,-0.0704502,9.8062,-0.0305464,0.0262103,0.0147543
338,-0.0637168,-0.075643,9.8062,-0.0305464,0.0262103,0.0147543
339,-0.0637168,-0.075643,9.80615,-0.0305464,0.0262103,0.0147543
340,-0.0637168,-0.075643,9.80615,-0.0305464,0.0262103,0.0147543
341,-0.0637168,-0.075643,9.80615,-0.0305464,0.0262103,0.0147543
342,-0.0637168,-0.075643,9.80615,-0.0305464,0.0262103,0.0147543
343,-0.0659943,-0.075643,9.80615,-0.0305464,0.0262103,0.0147543
344,-0.0659943,-0.0832202,9.80615,-0.0305464,0.0262103,0.0147543
345,-0.0659943,-0.0832202,9.80607,-0.0305464,0.0262103,0.0147543
346,-0.0659943,-0.0832202,9.80607,-0.0305464,0.0262103,0.0147543
347,-0.0659943,-0.0832202,9.80607,-0.0305464,0.0262103,0.0147543
348,-0.0659943,-0.0832202,9.80607,-0.0305464,0.0262103,0.0147543
349,-0.0736848,-0.0832202,9.80607,-0.0305464,0.0262103,0.0147543
350,-0.0736848,-0.0942338,9.80607,-0.0305464,0.0262103,0.0147543
351,-0.0736848,-0.0942338,9.80592,-0.0305464,0.0262103,0.0147543
352,-0.0736848,-0.0942338,9.80592,-0.0305464,0.0262103,0.0147543
353,-0.0736848,-0.0942338,9.80592,-0.0305464,0.0262103,0.0147543
354,-0.0736848,-0.0942338,9.80592,-0.0305464,0.0262103,0.0147543
355,-0.0772226,-0.0942338,9.80592,-0.0305464,0.0262103,0.0147543
356,-0.0772226,-0.098641,9.80592,-0.0305464,0.0262103,0.0147543
357,-0.0772226,-0.098641,9.80585,-0.0305464,0.0262103,0.0147543
358,-0.0772226,-0.098641,9.80585,-0.0305464,0.0262103,0.0147543
359,-0.0772226,-0.098641,9.80585,-0.0305464,0.0262103,0.0147543
360,-0.0772226,-0.098641,9.80585,-0.0305464,0.0262103,0.0147543
361,-0.085038,-0.098641,9.80585,-0.0305464,0.0262103,0.0147543
362,-0.085038,-0.109107,9.80585,-0.0305464,0.0262103,0.0147543
363,-0.085038,-0.109107,9.80567,-0.0305464,0.0262103,0.0147543
364,-0.085038,-0.109107,9.80567,-0.0305464,0.0262103,0.0147543
365,-0.085038,-0.109107,9.80567,-0.0305464,0.0262103,0.0147543
366,-0.085038,-0.109107,9.80567,-0.0305464,0.0262103,0.0147543
367,-0.0895518,-0.109107,9.80567,-0.0305464,0.0262103,0.0147543
368,-0.0895518,-0.114047,9.80567,-0.0305464,0.0262103,0.0147543
369,-0.0895518,-0.114047,9.80558,-0.0305464,0.0262103,0.0147543
370,-0.0895518,-0.114047,9.80558,-0.0305464,0.0262103,0.0147543
371,-0.0895518,-0.114047,9.80558,-0.0305464,0.0262103,0.0147543
372,-0.0895518,-0.114047,9.80558,-0.0305464,0.0262103,0.0147543
373,-0.0936039,-0.114047,9.80558,-0.0305464,0.0262103,0.0147543
374,-0.0936039,-0.119856,9.80558,-0.0305464,0.0262103,0.0147543
375,-0.0936039,-0.119856,9.80547,-0.0305464,0.0262103,0.0147543
376,-0.0936039,-0.119856,9.80547,-0.0305464,0.0262103,0.0147543
