@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute wek-1 numeric
@attribute wek-2 numeric
@attribute wek-3 numeric
@attribute wek-4 numeric
@attribute wek-5 numeric
@attribute wek-6 numeric
@attribute wek-7 numeric
@attribute wek-8 numeric

@data
174,'2023/03/14 20:43:34:326',2,-0.253041,0.771685,-9.783653,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
175,'2023/03/14 20:43:34:344',2,-0.24347,0.778864,-9.792028,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
176,'2023/03/14 20:43:34:364',2,-0.235095,0.777667,-9.793225,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
177,'2023/03/14 20:43:34:384',2,-0.235095,0.776471,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
178,'2023/03/14 20:43:34:403',2,-0.233898,0.76331,-9.758529,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
179,'2023/03/14 20:43:34:423',2,-0.250648,0.7669,-9.759726,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
180,'2023/03/14 20:43:34:441',2,-0.253041,0.757328,-9.7681,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
181,'2023/03/14 20:43:34:460',2,-0.255434,0.7669,-9.758529,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
182,'2023/03/14 20:43:34:478',2,-0.257827,0.7669,-9.780065,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
183,'2023/03/14 20:43:34:498',2,-0.248255,0.790828,-9.778868,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
184,'2023/03/14 20:43:34:517',2,-0.244666,0.793221,-9.787243,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
185,'2023/03/14 20:43:34:538',2,-0.237488,0.787239,-9.786046,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
186,'2023/03/14 20:43:34:556',2,-0.23988,0.775275,-9.777672,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
187,'2023/03/14 20:43:34:575',2,-0.24347,0.770489,-9.775279,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
188,'2023/03/14 20:43:34:595',2,-0.241077,0.756132,-9.760921,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
189,'2023/03/14 20:43:34:614',2,-0.242273,0.760918,-9.7681,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
190,'2023/03/14 20:43:34:632',2,-0.236291,0.774078,-9.775279,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
191,'2023/03/14 20:43:34:652',2,-0.253041,0.777667,-9.783653,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
192,'2023/03/14 20:43:34:671',2,-0.250648,0.771685,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
193,'2023/03/14 20:43:34:691',2,-0.255434,0.775275,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
194,'2023/03/14 20:43:34:709',2,-0.254237,0.775275,-9.775279,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
195,'2023/03/14 20:43:34:728',2,-0.24347,0.778864,-9.777672,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
196,'2023/03/14 20:43:34:748',2,-0.241077,0.774078,-9.769297,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
197,'2023/03/14 20:43:34:767',2,-0.231506,0.769292,-9.765707,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
198,'2023/03/14 20:43:34:785',2,-0.245863,0.76331,-9.774082,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
199,'2023/03/14 20:43:34:805',2,-0.247059,0.764507,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
200,'2023/03/14 20:43:34:825',2,-0.253041,0.775275,-9.782457,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
201,'2023/03/14 20:43:34:845',2,-0.249452,0.778864,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
202,'2023/03/14 20:43:34:862',2,-0.250648,0.769292,-9.778868,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
203,'2023/03/14 20:43:34:882',2,-0.23988,0.762114,-9.772886,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
204,'2023/03/14 20:43:34:902',2,-0.23988,0.765703,-9.774082,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
205,'2023/03/14 20:43:34:920',2,-0.241077,0.770489,-9.762118,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
206,'2023/03/14 20:43:34:940',2,-0.238684,0.769292,-9.763314,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
207,'2023/03/14 20:43:34:959',2,-0.249452,0.777667,-9.780065,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
208,'2023/03/14 20:43:34:979',2,-0.253041,0.7669,-9.790833,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
209,'2023/03/14 20:43:34:998',2,-0.253041,0.777667,-9.793225,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
210,'2023/03/14 20:43:35:017',2,-0.245863,0.782453,-9.78485,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
211,'2023/03/14 20:43:35:035',2,-0.247059,0.78006,-9.772886,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
212,'2023/03/14 20:43:35:054',2,-0.250648,0.754936,-9.758529,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
213,'2023/03/14 20:43:35:074',2,-0.247059,0.75015,-9.742975,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
214,'2023/03/14 20:43:35:092',2,-0.242273,0.754936,-9.757333,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
215,'2023/03/14 20:43:35:112',2,-0.242273,0.7669,-9.788439,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
216,'2023/03/14 20:43:35:131',2,-0.244666,0.786042,-9.775279,0.359353,0.817695,0.643393,0.437337,0.076502,0.932771,0.513932,0.900225
217,'2023/03/14 20:43:46:445',3,0.430708,9.999606,-0.30658,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
218,'2023/03/14 20:43:46:463',3,0.467797,9.988838,-0.322134,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
219,'2023/03/14 20:43:46:483',3,0.53001,9.98166,-0.449252,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
220,'2023/03/14 20:43:46:503',3,0.455833,9.974482,-0.428913,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
221,'2023/03/14 20:43:46:521',3,0.36341,9.95175,-0.341276,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
222,'2023/03/14 20:43:46:540',3,0.445065,9.931411,-0.291027,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
223,'2023/03/14 20:43:46:560',3,0.515653,9.937392,-0.311366,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
224,'2023/03/14 20:43:46:578',3,0.422333,9.969695,-0.352044,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
225,'2023/03/14 20:43:46:598',3,0.404387,9.976874,-0.419342,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
226,'2023/03/14 20:43:46:617',3,0.490529,9.992428,-0.428913,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
227,'2023/03/14 20:43:46:638',3,0.555135,9.988838,-0.424128,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
228,'2023/03/14 20:43:46:655',3,0.567099,9.974482,-0.434896,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
229,'2023/03/14 20:43:46:675',3,0.573081,9.962517,-0.425324,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
230,'2023/03/14 20:43:46:694',3,0.586242,9.943375,-0.438485,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
231,'2023/03/14 20:43:46:712',3,0.486939,9.963714,-0.511466,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
232,'2023/03/14 20:43:46:732',3,0.393619,9.98166,-0.509073,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
233,'2023/03/14 20:43:46:752',3,0.43669,9.972089,-0.515055,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
234,'2023/03/14 20:43:46:771',3,0.501296,9.963714,-0.440878,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
235,'2023/03/14 20:43:46:790',3,0.515653,9.967302,-0.474377,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
236,'2023/03/14 20:43:46:810',3,0.601795,9.973285,-0.449252,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
237,'2023/03/14 20:43:46:828',3,0.649651,9.980463,-0.365205,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
238,'2023/03/14 20:43:46:848',3,0.574277,9.979267,-0.300598,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
239,'2023/03/14 20:43:46:867',3,0.555135,9.982856,-0.349651,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
240,'2023/03/14 20:43:46:885',3,0.53001,9.95175,-0.277867,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
241,'2023/03/14 20:43:46:905',3,0.5001,9.936196,-0.302991,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
242,'2023/03/14 20:43:46:923',3,0.592224,9.944571,-0.35324,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
243,'2023/03/14 20:43:46:943',3,0.528814,9.960124,-0.383151,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
244,'2023/03/14 20:43:46:963',3,0.409173,9.966106,-0.352044,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
245,'2023/03/14 20:43:46:982',3,0.3335,9.974482,-0.438485,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
246,'2023/03/14 20:43:47:001',3,0.355035,9.97807,-0.470788,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
247,'2023/03/14 20:43:47:020',3,0.504886,9.976874,-0.436092,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
248,'2023/03/14 20:43:47:040',3,0.64008,9.969695,-0.470788,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
249,'2023/03/14 20:43:47:059',3,0.665205,9.957731,-0.461217,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
250,'2023/03/14 20:43:47:078',3,0.506082,9.949356,-0.449252,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
251,'2023/03/14 20:43:47:097',3,0.411565,9.94816,-0.414557,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
252,'2023/03/14 20:43:47:116',3,0.504886,9.958928,-0.396311,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
253,'2023/03/14 20:43:47:136',3,0.647259,9.974482,-0.346062,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
254,'2023/03/14 20:43:47:155',3,0.629312,9.975677,-0.410967,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
255,'2023/03/14 20:43:47:173',3,0.461815,9.966106,-0.389133,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
256,'2023/03/14 20:43:47:193',3,0.42353,9.956535,-0.434896,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
257,'2023/03/14 20:43:47:213',3,0.51685,9.949356,-0.432503,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
258,'2023/03/14 20:43:47:233',3,0.573081,9.966106,-0.442074,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
259,'2023/03/14 20:43:47:251',3,0.547956,9.979267,-0.505484,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
260,'2023/03/14 20:43:47:270',3,0.503689,9.967302,-0.473181,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
261,'2023/03/14 20:43:47:289',3,0.51685,9.970892,-0.515055,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
262,'2023/03/14 20:43:47:312',3,0.51685,9.96491,-0.457627,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
263,'2023/03/14 20:43:47:326',3,0.495314,9.962517,-0.365205,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
264,'2023/03/14 20:43:47:346',3,0.509671,9.968499,-0.355633,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
265,'2023/03/14 20:43:47:365',3,0.509671,9.96491,-0.371187,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
266,'2023/03/14 20:43:47:385',3,0.51326,9.957731,-0.358026,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
267,'2023/03/14 20:43:47:403',3,0.575474,9.958928,-0.282652,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
268,'2023/03/14 20:43:47:422',3,0.619741,9.962517,-0.287438,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
269,'2023/03/14 20:43:47:443',3,0.59342,9.970892,-0.367597,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
270,'2023/03/14 20:43:47:462',3,0.48335,9.963714,-0.365205,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
271,'2023/03/14 20:43:47:482',3,0.474975,9.968499,-0.387936,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
272,'2023/03/14 20:43:47:500',3,0.498904,9.968499,-0.492323,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
273,'2023/03/14 20:43:47:520',3,0.473779,9.949356,-0.442074,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
274,'2023/03/14 20:43:47:538',3,0.476172,9.956535,-0.404985,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
275,'2023/03/14 20:43:47:559',3,0.433101,9.966106,-0.358026,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
276,'2023/03/14 20:43:47:578',3,0.449851,9.98166,-0.317348,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
277,'2023/03/14 20:43:47:596',3,0.592224,9.975677,-0.407378,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
278,'2023/03/14 20:43:47:614',3,0.650848,9.960124,-0.335294,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
279,'2023/03/14 20:43:47:635',3,0.605384,9.940982,-0.274277,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
280,'2023/03/14 20:43:47:654',3,0.558724,9.94816,-0.247956,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
281,'2023/03/14 20:43:47:673',3,0.534796,9.955338,-0.332901,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
282,'2023/03/14 20:43:47:692',3,0.447458,9.956535,-0.364008,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
283,'2023/03/14 20:43:47:711',3,0.472582,9.967302,-0.432503,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
284,'2023/03/14 20:43:47:730',3,0.613759,9.982856,-0.409771,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
285,'2023/03/14 20:43:47:748',3,0.592224,9.992428,-0.380758,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
286,'2023/03/14 20:43:47:768',3,0.489332,9.990034,-0.378365,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
287,'2023/03/14 20:43:47:788',3,0.41994,9.972089,-0.337687,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
288,'2023/03/14 20:43:47:807',3,0.445065,9.952946,-0.367597,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
289,'2023/03/14 20:43:47:826',3,0.519243,9.95175,-0.440878,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
290,'2023/03/14 20:43:47:844',3,0.510868,9.954143,-0.452842,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
291,'2023/03/14 20:43:47:864',3,0.551546,9.972089,-0.407378,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
292,'2023/03/14 20:43:47:884',3,0.616152,9.967302,-0.334098,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
293,'2023/03/14 20:43:47:903',3,0.562313,9.969695,-0.280259,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
294,'2023/03/14 20:43:47:921',3,0.494118,9.96491,-0.374776,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
295,'2023/03/14 20:43:47:940',3,0.489332,9.969695,-0.436092,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
296,'2023/03/14 20:43:47:960',3,0.504886,9.962517,-0.346062,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
297,'2023/03/14 20:43:47:980',3,0.48335,9.963714,-0.287438,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
298,'2023/03/14 20:43:47:998',3,0.459422,9.961321,-0.317348,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
299,'2023/03/14 20:43:48:017',3,0.526421,9.954143,-0.365205,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
300,'2023/03/14 20:43:48:037',3,0.574277,9.956535,-0.448056,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
301,'2023/03/14 20:43:48:056',3,0.507278,9.963714,-0.437288,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
302,'2023/03/14 20:43:48:075',3,0.43669,9.963714,-0.416949,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
303,'2023/03/14 20:43:48:094',3,0.485743,9.976874,-0.418146,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
304,'2023/03/14 20:43:48:114',3,0.549153,9.973285,-0.38674,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
305,'2023/03/14 20:43:48:133',3,0.575474,9.969695,-0.332901,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
306,'2023/03/14 20:43:48:153',3,0.555135,9.962517,-0.288634,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
307,'2023/03/14 20:43:48:172',3,0.549153,9.958928,-0.300598,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
308,'2023/03/14 20:43:48:192',3,0.495314,9.967302,-0.368794,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
309,'2023/03/14 20:43:48:210',3,0.4666,9.966106,-0.402592,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
310,'2023/03/14 20:43:48:229',3,0.51685,9.976874,-0.461217,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
311,'2023/03/14 20:43:48:247',3,0.552742,9.967302,-0.451645,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
312,'2023/03/14 20:43:48:267',3,0.561117,9.961321,-0.395115,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
313,'2023/03/14 20:43:48:286',3,0.570688,9.962517,-0.371187,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
314,'2023/03/14 20:43:48:306',3,0.549153,9.968499,-0.368794,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
315,'2023/03/14 20:43:48:324',3,0.509671,9.967302,-0.399003,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
316,'2023/03/14 20:43:48:344',3,0.427119,9.973285,-0.365205,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
317,'2023/03/14 20:43:48:362',3,0.418744,9.973285,-0.384347,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
318,'2023/03/14 20:43:48:382',3,0.512064,9.970892,-0.378365,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
319,'2023/03/14 20:43:48:401',3,0.632902,9.969695,-0.288634,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
320,'2023/03/14 20:43:48:421',3,0.64008,9.966106,-0.26351,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
321,'2023/03/14 20:43:48:439',3,0.558724,9.956535,-0.261117,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
322,'2023/03/14 20:43:48:460',3,0.492921,9.94816,-0.239581,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
323,'2023/03/14 20:43:48:478',3,0.460618,9.944571,-0.244367,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
324,'2023/03/14 20:43:48:498',3,0.518046,9.955338,-0.427717,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
325,'2023/03/14 20:43:48:516',3,0.537189,9.975677,-0.475574,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
326,'2023/03/14 20:43:48:536',3,0.477368,9.97807,-0.4002,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
327,'2023/03/14 20:43:48:555',3,0.503689,9.988838,-0.38674,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
328,'2023/03/14 20:43:48:573',3,0.521635,9.98166,-0.432503,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
329,'2023/03/14 20:43:48:593',3,0.464208,9.960124,-0.421735,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
330,'2023/03/14 20:43:48:614',3,0.531207,9.96491,-0.367597,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
331,'2023/03/14 20:43:48:632',3,0.652044,9.972089,-0.403789,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
332,'2023/03/14 20:43:48:651',3,0.545564,9.962517,-0.396311,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
333,'2023/03/14 20:43:48:672',3,0.442672,9.963714,-0.360419,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
334,'2023/03/14 20:43:48:689',3,0.460618,9.957731,-0.350848,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
335,'2023/03/14 20:43:48:708',3,0.489332,9.985249,-0.300598,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
336,'2023/03/14 20:43:48:727',3,0.553938,9.97807,-0.316152,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
337,'2023/03/14 20:43:48:745',3,0.564706,9.966106,-0.334098,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
338,'2023/03/14 20:43:48:766',3,0.553938,9.966106,-0.318545,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
339,'2023/03/14 20:43:48:784',3,0.522832,9.968499,-0.371187,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
340,'2023/03/14 20:43:48:804',3,0.545564,9.955338,-0.359223,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
341,'2023/03/14 20:43:48:823',3,0.611366,9.960124,-0.372383,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
342,'2023/03/14 20:43:48:842',3,0.514457,9.985249,-0.378365,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
343,'2023/03/14 20:43:48:862',3,0.387338,9.982856,-0.397508,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
344,'2023/03/14 20:43:48:882',3,0.409173,9.950553,-0.401396,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
345,'2023/03/14 20:43:48:900',3,0.527617,9.992428,-0.403789,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
346,'2023/03/14 20:43:48:919',3,0.579063,9.996017,-0.381954,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
347,'2023/03/14 20:43:48:937',3,0.535992,9.972089,-0.343669,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
348,'2023/03/14 20:43:48:957',3,0.544367,9.905089,-0.359223,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
349,'2023/03/14 20:43:48:976',3,0.574277,9.906285,-0.344866,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
350,'2023/03/14 20:43:48:996',3,0.57667,9.925428,-0.391526,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
351,'2023/03/14 20:43:49:014',3,0.527617,9.996017,-0.331705,0.640262,0.406439,0.810976,0.028067,0.941218,0.256269,0.930071,0.117957
352,'2023/03/14 20:43:58:525',4,-0.388235,9.96491,0.431904,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
353,'2023/03/14 20:43:58:545',4,-0.421735,10.016356,0.351745,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
